stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
86000116,8600,116,3335,2008,1986,22,6,331,0,32,11,1,15,12,56,11,11,0,2,1,638,161,496,65,0,0,0,1,0,4,0,0,1,0,2,1,7,0,1,10,116
86000121,8600,121,3752,2277,2258,19,6,328,1,49,5,1,33,9,34,9,38,2,1,3,785,171,578,83,5,0,1,2,0,4,0,1,0,1,3,1,8,1,0,16,85
86000411,8600,411,4214,2921,2891,30,7,553,0,97,11,0,26,15,19,10,44,2,1,1,1206,83,555,170,0,0,0,0,0,7,0,0,0,1,3,1,9,0,0,11,66
86000135,8600,135,3657,1954,1927,27,7,231,3,33,14,0,9,5,40,13,26,0,1,3,586,289,505,52,1,0,0,1,0,6,0,0,5,1,1,0,14,2,0,5,81
86000223,8600,223,3028,2061,2040,21,5,326,1,49,13,0,24,7,21,13,38,0,0,1,754,99,489,96,0,0,0,0,0,2,0,0,0,0,1,0,8,1,0,10,87
86000134,8600,134,5073,2823,2792,31,8,362,1,43,28,0,36,16,41,28,48,0,1,1,989,297,643,120,2,0,0,0,0,3,0,1,3,0,5,1,22,1,3,24,73
86000133,8600,133,5431,3502,3469,33,9,556,2,82,26,1,42,30,46,9,50,0,0,1,1258,212,792,210,0,1,1,0,1,3,0,0,1,1,4,1,11,2,1,24,101
86000412,8600,412,5365,3249,3210,39,9,281,1,80,22,2,15,7,24,9,54,1,1,2,869,276,927,92,1,2,2,1,3,2,0,0,5,1,10,2,9,0,2,19,488
86000216,8600,216,6050,3834,3801,33,10,652,1,106,31,1,29,12,45,6,83,1,0,2,1384,254,872,120,0,1,0,1,0,3,0,1,0,1,3,2,16,0,1,21,152
86000225,8600,225,4115,2880,2856,24,7,300,2,377,13,0,26,12,28,8,173,0,2,4,812,176,682,96,1,0,2,0,0,2,0,0,0,0,3,3,7,1,0,12,114
86000138,8600,138,2145,1279,1268,11,3,232,0,10,16,0,5,6,34,2,18,0,0,0,443,107,294,44,0,0,0,0,0,3,0,0,0,1,1,1,3,1,0,9,38
86000137,8600,137,1298,723,707,16,2,82,1,21,4,1,6,4,14,3,9,0,0,0,229,87,179,26,1,0,0,1,1,0,0,0,0,0,0,0,4,1,0,4,29
86000212,8600,212,4176,2279,2253,26,6,295,1,70,53,2,25,11,40,5,47,0,0,4,739,204,564,78,1,0,0,0,0,1,0,0,0,0,2,1,11,0,1,9,89
86000312,8600,312,1586,1226,1218,8,3,201,0,23,4,0,14,0,17,11,5,0,0,1,464,68,322,42,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,8,34
86000213,8600,213,2980,1727,1710,17,5,254,1,23,13,0,9,11,23,11,33,1,0,0,630,166,366,85,1,0,0,0,0,3,0,0,0,1,2,0,7,2,0,15,53
86000214,8600,214,608,349,347,2,1,42,0,8,1,0,3,0,3,2,8,0,0,0,127,22,92,12,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,18
86000221,8600,221,3407,2167,2139,28,6,338,0,39,16,1,17,4,27,3,41,0,0,1,718,127,597,81,1,0,0,0,1,3,0,0,0,0,2,0,10,1,3,12,96
86000224,8600,224,1389,927,913,14,2,124,0,62,7,0,5,7,8,3,35,0,0,0,297,48,229,17,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,4,59
86000417,8600,417,3646,2430,2410,20,6,376,4,59,13,0,15,9,40,4,58,0,0,0,884,184,529,88,0,0,0,1,0,1,0,1,0,2,7,1,17,2,1,7,107
86000324,8600,324,4963,3560,3519,41,8,463,2,122,9,0,18,7,37,11,69,2,0,2,1234,251,974,85,0,0,1,0,0,3,0,0,0,1,5,1,17,0,1,14,190
86000314,8600,314,4265,2692,2665,27,7,362,0,103,16,0,28,9,35,7,95,0,0,1,865,144,728,71,0,1,0,0,0,6,0,1,0,2,3,0,10,1,0,20,157
86000321,8600,321,4865,3250,3213,37,8,207,0,175,32,0,14,2,21,9,366,4,1,0,768,194,918,38,0,0,0,2,1,5,0,2,1,0,4,0,11,0,0,19,419
86000325,8600,325,2436,1553,1534,19,4,219,0,30,13,0,8,3,29,9,22,2,0,2,470,108,415,47,1,0,0,0,0,6,0,0,0,1,1,0,6,0,0,16,126
86000414,8600,414,2446,1581,1578,3,4,260,0,104,4,0,15,5,10,8,25,0,0,0,571,124,332,73,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,10,32
86000416,8600,416,2555,1830,1810,20,5,491,1,14,7,0,7,7,14,3,5,0,0,1,751,53,312,110,0,1,1,0,1,0,0,1,0,0,0,2,7,0,1,12,8
1350001,135,1,388,238,236,2,1,89,0,5,0,0,3,0,6,0,0,0,0,0,87,6,15,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1840001,184,1,579,430,429,1,2,147,0,2,0,0,2,4,0,0,1,0,0,0,171,13,15,64,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1
3350001,335,1,552,364,362,2,2,82,0,2,0,0,6,1,0,0,1,0,0,0,110,11,18,122,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,2,0
26500011,2650,11,2051,1441,1434,7,4,153,0,28,87,0,12,6,7,7,23,0,0,0,374,74,382,39,0,0,0,0,0,5,0,0,0,0,1,0,8,1,0,6,221
26500013,2650,13,6935,4448,4398,50,12,607,0,70,233,0,31,25,31,1,106,2,0,2,1340,212,1060,220,0,5,0,0,1,7,0,0,2,3,7,1,18,0,0,17,397
26500014,2650,14,2926,2158,2143,15,5,584,1,7,5,1,17,14,15,6,7,0,0,1,894,64,293,200,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,8,20
26500033,2650,33,4452,3217,3199,18,8,729,0,27,5,1,20,17,19,10,27,0,0,1,1444,91,540,208,0,0,0,0,0,1,0,0,0,0,3,0,11,0,0,15,30
26500021,2650,21,2390,1659,1650,9,4,379,1,10,9,0,12,7,11,4,5,0,0,1,726,50,279,110,0,2,0,0,0,0,0,1,1,1,1,1,8,0,1,10,20
26500023,2650,23,7136,5134,5105,29,12,1079,1,21,24,0,43,30,19,12,36,0,0,3,2314,165,870,368,0,2,0,0,0,0,0,0,0,1,4,2,25,1,0,31,54
26500031,2650,31,3839,2788,2771,17,6,514,0,16,11,1,24,14,17,9,17,0,0,3,1269,99,543,189,0,0,0,0,0,1,0,0,0,1,0,1,8,0,0,14,20
26500022,2650,22,3009,2162,2151,11,5,449,1,8,25,3,17,10,6,4,9,1,0,3,983,84,354,149,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,13,18
1780001,178,1,681,469,467,2,1,238,0,1,1,0,12,0,1,0,4,0,0,0,123,31,15,32,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0
1220001,122,1,4469,3256,3249,7,7,516,1,36,4,0,44,6,9,9,64,0,0,2,1350,292,695,116,0,0,0,1,0,2,0,0,0,1,13,0,14,1,1,15,57
47010001,4701,1,460,368,368,0,1,4,0,113,2,0,2,0,0,0,117,0,0,0,8,30,79,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
3390001,339,1,346,254,253,1,1,80,0,2,0,1,3,2,0,0,0,0,0,0,99,10,28,22,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1
4600001,460,1,362,273,273,0,1,41,0,3,0,0,21,7,1,0,9,0,0,0,73,17,58,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
1270001,127,1,311,226,223,3,1,74,0,2,0,0,2,1,0,0,1,0,0,0,82,11,22,19,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3
7890001,789,1,311,174,174,0,1,44,0,3,0,0,1,0,0,0,1,0,0,0,70,19,26,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3
7130001,713,1,324,234,234,0,1,99,0,0,0,0,1,1,0,1,0,0,0,0,88,6,8,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
87000024,8700,24,3246,2305,2292,13,5,400,1,42,9,0,28,5,6,7,34,1,0,1,1046,89,438,111,1,6,0,0,0,0,0,0,1,0,2,0,7,0,0,15,42
87000022,8700,22,3183,2078,2059,19,5,201,1,115,36,0,25,9,8,10,107,0,0,1,620,142,552,74,1,0,1,0,0,2,0,0,0,0,1,0,3,1,2,11,136
87000012,8700,12,7679,5312,5277,35,13,771,0,265,33,0,53,7,29,15,189,0,0,2,2039,254,1246,198,0,0,0,0,0,4,0,1,0,0,6,3,25,0,1,14,122
87000025,8700,25,1014,682,673,9,2,50,0,29,9,0,1,0,5,0,40,0,0,0,159,49,229,10,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,3,82
87000019,8700,19,1382,945,937,8,2,86,0,58,17,0,7,3,1,2,50,0,0,0,192,27,293,16,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4,175
87000017,8700,17,4064,2673,2657,16,7,374,0,114,20,0,41,4,16,5,78,0,0,1,1054,159,551,130,0,1,0,0,0,4,0,0,0,0,1,0,9,0,0,17,78
87000014,8700,14,2922,2047,2033,14,5,220,1,296,30,0,47,4,3,5,193,0,0,2,498,77,506,57,0,0,0,0,0,2,0,0,0,0,2,0,8,0,0,15,67
87000015,8700,15,3373,2253,2227,26,6,285,0,140,21,1,30,1,8,4,149,1,0,1,766,117,538,79,1,0,0,0,0,2,0,0,0,0,4,0,9,0,0,13,57
87000026,8700,26,5546,3606,3574,32,10,482,0,53,27,0,34,9,12,8,76,0,2,3,1369,243,806,147,2,0,0,2,0,6,0,0,0,0,0,0,17,3,1,26,246
87000027,8700,27,953,663,662,1,2,121,0,3,4,0,7,0,1,4,3,0,0,1,293,33,141,28,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,16
87000033,8700,33,4067,2828,2813,15,7,434,1,109,17,0,52,8,13,5,84,0,0,0,1163,123,615,126,0,0,0,1,0,1,0,0,0,0,2,1,11,0,1,15,31
87000036,8700,36,2545,1771,1756,15,4,266,0,132,10,0,36,7,10,2,59,1,0,3,618,94,395,68,0,0,1,0,0,1,0,0,0,1,3,0,4,0,0,6,39
87000031,8700,31,3529,2622,2607,15,6,414,0,55,4,0,21,5,10,6,39,0,1,0,1207,108,593,93,0,1,0,0,0,1,0,0,0,0,1,2,2,0,0,8,36
87000021,8700,21,5234,3592,3577,15,9,542,1,93,28,0,38,6,20,5,93,2,1,0,1444,186,815,162,0,2,0,0,1,4,0,0,0,0,4,1,13,0,1,18,97
87000034,8700,34,4625,2989,2957,32,8,433,2,122,28,0,26,8,30,4,117,3,0,1,1088,189,670,116,0,1,1,0,0,2,0,0,1,0,4,2,17,1,2,13,76
87000011,8700,11,731,449,444,5,1,65,1,15,2,0,7,1,2,0,20,0,0,0,161,27,100,19,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,19
87000032,8700,32,4501,2854,2840,14,7,396,2,232,24,0,38,10,10,8,132,0,1,1,1007,104,662,131,0,0,1,0,0,2,0,0,1,0,2,0,5,0,0,15,56
12280001,1228,1,488,403,402,1,1,96,0,2,0,0,3,3,3,2,1,1,0,0,172,27,45,42,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0
2470001,247,1,781,590,588,2,2,141,0,0,0,0,7,2,2,4,3,0,0,2,271,18,72,48,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,8,2
4370001,437,1,357,270,269,1,1,77,0,2,0,0,1,2,1,1,1,0,0,0,67,5,9,97,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
3240001,324,1,289,198,196,2,1,26,0,3,0,0,11,0,4,0,4,0,0,0,68,17,50,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2
2820001,282,1,650,443,441,2,2,77,0,7,0,0,6,2,0,0,3,0,0,0,205,16,80,34,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,3
35710001,3571,1,482,362,359,3,1,1,0,43,5,0,3,0,0,0,193,0,0,0,6,21,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
9130001,913,1,3028,1016,994,22,5,138,0,5,0,309,0,43,0,0,3,1,0,0,15,1,19,84,0,1,1,0,346,0,0,0,1,1,5,4,0,0,3,0,14
9170001,917,1,658,490,488,2,2,132,0,2,0,0,14,0,4,0,0,0,0,0,214,7,34,67,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,6
12860001,1286,1,2644,1209,1163,46,5,14,0,1,0,11,1,37,0,1,0,3,0,0,12,7,6,11,0,1,0,2,1021,1,0,1,6,0,1,2,4,2,5,2,11
5160006,516,6,1981,1420,1412,8,3,10,0,0,0,691,0,377,0,0,1,2,0,0,4,1,2,19,0,0,1,0,295,1,0,0,0,1,0,0,1,1,1,1,3
5160008,516,8,5473,4033,3998,35,9,29,1,0,2,1767,1,1072,0,1,7,1,0,0,49,0,14,19,0,0,3,1,972,1,0,0,1,3,2,8,9,1,3,1,30
5160007,516,7,9959,7381,7338,43,15,73,0,28,1,725,1,2324,1,1,0,3,1,0,212,3,15,73,0,0,0,1,3827,0,0,0,1,15,1,1,5,1,2,2,21
7210001,721,1,289,239,233,6,1,2,0,88,2,0,1,0,2,0,33,0,0,0,29,13,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3040001,304,1,549,369,367,2,1,8,0,150,1,0,18,0,0,0,43,0,0,0,33,4,100,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
8610001,861,1,496,328,324,4,1,43,1,2,4,0,3,1,3,1,22,0,0,1,103,25,102,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8
8850001,885,1,408,276,276,0,1,83,0,10,0,0,11,3,2,2,14,0,0,0,80,11,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
360001,36,1,305,192,190,2,1,14,0,2,0,0,0,0,0,0,0,0,0,0,29,11,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40
2840001,284,1,773,598,593,5,2,133,0,2,1,1,8,5,1,1,3,0,0,1,281,19,77,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
2930001,293,1,213,153,151,2,1,23,0,0,0,0,5,1,0,1,0,0,0,0,60,1,4,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1420001,142,1,402,330,330,0,1,12,0,139,1,0,11,0,1,0,50,0,0,0,30,11,57,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9
20080001,2008,1,318,211,208,3,1,44,0,0,0,0,4,3,2,0,0,0,0,0,80,17,42,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,6
180001,18,1,327,249,248,1,1,61,0,2,0,0,7,1,1,0,3,0,0,0,95,25,42,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3
2590001,259,1,251,165,165,0,1,57,0,0,0,0,1,1,2,0,1,0,0,0,77,4,12,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2
3290001,329,1,443,311,311,0,1,108,0,2,0,0,11,2,1,0,1,0,0,0,123,13,22,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1
10580001,1058,1,336,192,192,0,1,69,0,5,0,0,5,1,2,0,2,0,0,0,59,15,15,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7390001,739,1,752,501,497,4,2,29,0,20,4,0,3,0,2,0,9,0,0,0,64,30,229,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104
20490001,2049,1,223,155,150,5,1,24,0,2,3,0,1,0,0,1,1,0,0,0,28,9,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
3270001,327,1,581,439,437,2,2,168,0,3,6,0,11,2,0,0,3,0,0,1,170,12,15,31,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,6,4
270001,27,1,252,162,160,2,1,25,0,0,0,0,0,0,0,0,2,0,0,0,11,16,40,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63
12230001,1223,1,179,123,123,0,1,21,0,3,0,0,2,0,0,1,1,0,0,0,59,15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
20150001,2015,1,592,450,446,4,1,104,0,5,0,0,8,2,0,0,1,0,0,1,203,31,60,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4
20570001,2057,1,316,176,176,0,1,12,1,8,0,0,0,0,0,0,0,0,0,0,10,28,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
5550001,555,1,307,217,214,3,1,46,0,3,1,0,1,5,2,0,0,0,0,1,104,7,22,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3060001,306,1,374,276,274,2,1,85,0,2,1,0,3,0,0,2,3,0,0,0,116,17,31,5,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0
35780001,3578,1,315,261,261,0,1,1,0,94,1,0,8,0,0,0,102,0,0,1,2,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10310005,1031,5,2827,1446,1428,18,5,83,0,39,24,1,1,13,5,3,104,0,0,0,146,220,504,18,1,0,2,0,1,2,0,0,0,2,2,1,6,0,0,2,248
10310002,1031,2,2139,1136,1111,25,3,81,1,22,38,0,3,2,3,2,61,0,1,0,135,164,354,5,2,0,1,1,3,2,0,0,0,1,2,2,2,0,1,0,222
10310003,1031,3,2512,1187,1162,25,4,72,0,9,38,2,0,3,4,0,50,1,1,1,123,329,354,11,3,0,0,1,3,1,0,0,2,3,0,4,6,0,3,3,135
10310004,1031,4,3992,2022,1975,47,7,103,0,13,28,2,5,2,1,1,64,0,0,5,243,584,666,13,0,1,3,1,0,2,0,0,3,2,2,4,11,0,3,2,211
10310007,1031,7,2674,1439,1414,25,4,49,1,8,17,5,2,3,3,1,60,1,0,3,174,443,500,10,1,0,0,2,0,1,0,1,1,1,1,0,2,1,2,3,118
10310006,1031,6,1823,1152,1133,19,3,56,0,49,17,3,1,0,2,0,212,0,0,0,135,141,352,6,3,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,151
7410001,741,1,379,299,298,1,1,55,0,5,4,0,12,2,0,1,4,0,0,0,72,26,83,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,13
7610001,761,1,304,210,208,2,1,20,0,7,4,1,0,0,0,0,11,0,0,1,3,12,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3940001,394,1,562,378,373,5,1,64,0,1,0,0,5,1,2,3,2,0,0,1,128,24,11,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
13040003,1304,3,2456,1970,1951,19,4,295,2,183,7,0,30,2,4,5,43,0,0,0,665,75,516,56,0,0,0,0,1,5,0,0,0,0,0,0,7,0,0,11,44
13040001,1304,1,4602,3610,3592,18,8,644,0,130,4,1,31,4,16,8,38,0,0,3,1382,165,925,115,0,0,0,0,0,3,0,0,0,0,5,0,8,0,0,23,87
13040004,1304,4,1352,1057,1047,10,2,173,0,50,0,0,9,1,3,4,16,0,0,1,416,57,242,25,0,0,0,0,1,0,0,0,0,0,2,0,6,1,0,6,34
13040002,1304,2,2700,2145,2136,9,4,278,1,285,5,0,23,2,9,8,102,0,0,1,686,97,506,46,0,0,0,0,1,2,0,0,1,1,2,0,6,0,0,12,62
6140001,614,1,261,177,175,2,1,97,0,0,2,0,0,0,2,0,0,0,0,0,18,11,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14
12650001,1265,1,239,205,204,1,1,0,0,26,0,0,0,0,0,0,161,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4150001,415,1,183,125,125,0,1,6,0,10,0,0,0,0,0,0,17,0,0,0,7,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
4560001,456,1,484,352,349,3,1,78,0,1,0,0,8,1,3,2,7,0,0,0,136,10,54,38,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5
12350001,1235,1,244,159,159,0,1,31,0,1,0,0,19,4,0,0,1,0,0,0,68,5,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2240001,224,1,444,267,261,6,1,17,0,4,0,0,1,0,1,0,10,0,0,3,95,16,60,5,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,44
5270001,527,1,242,156,154,2,1,41,0,1,5,0,0,0,1,0,1,0,0,0,14,27,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
70001,7,1,391,283,283,0,1,34,0,3,2,0,1,0,2,0,3,0,0,0,121,13,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23
8650001,865,1,240,174,172,2,1,1,0,41,5,0,0,0,1,1,8,0,0,0,14,9,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14
6580001,658,1,1380,907,877,30,3,56,0,0,0,372,0,86,0,0,1,0,0,0,4,0,1,3,0,0,1,0,344,0,0,1,0,1,1,2,0,1,1,1,1
36410001,3641,1,1171,923,916,7,2,0,0,89,2,0,3,0,0,0,647,0,0,2,2,9,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
11650001,1165,1,277,208,208,0,1,46,0,0,0,0,10,1,0,3,4,0,0,0,82,8,24,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
11600001,1160,1,417,324,324,0,1,80,0,2,0,0,20,3,0,0,3,0,0,0,120,26,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8730001,873,1,353,224,223,1,1,1,0,25,11,0,0,0,0,0,13,0,0,0,4,18,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
4390001,439,1,386,265,264,1,1,13,0,121,2,0,17,0,0,0,19,0,0,4,30,3,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8120001,812,1,4490,2799,2745,54,7,166,0,112,11,2,0,5,10,4,59,0,0,1,616,737,699,12,3,0,0,0,1,1,0,0,4,0,4,0,13,0,0,12,273
3660001,366,1,586,393,393,0,1,87,0,3,1,1,7,7,0,1,1,0,0,2,131,12,11,118,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1
37840001,3784,1,206,131,131,0,1,5,0,0,1,0,0,1,0,0,16,0,0,0,37,19,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4320001,432,1,359,255,255,0,1,60,0,2,0,0,1,1,3,0,1,0,0,0,54,6,5,118,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
13370001,1337,1,1250,1026,1022,4,3,262,0,8,0,0,17,4,1,0,9,0,0,0,463,27,113,97,0,0,0,0,0,4,0,0,0,2,1,0,2,0,0,4,8
12870001,1287,1,334,177,177,0,1,9,0,4,1,0,3,1,0,0,15,0,0,0,24,66,48,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11320001,1132,1,359,252,252,0,1,58,0,1,0,0,8,0,0,0,0,0,0,1,111,14,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
5380001,538,1,3510,2215,2194,21,5,64,1,0,5,312,0,927,0,0,1,1,0,0,86,3,10,77,0,1,0,0,653,1,0,0,1,2,2,2,2,3,0,1,39
40090001,4009,1,193,145,143,2,1,5,0,12,0,0,3,0,0,1,5,0,0,0,31,32,48,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8560001,856,1,389,338,338,0,1,2,0,69,15,1,5,0,0,0,178,0,0,0,2,3,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
6610001,661,1,824,609,597,12,2,53,0,11,2,0,5,0,3,2,9,0,0,1,214,47,178,11,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4,53
2640001,264,1,501,369,369,0,1,101,0,2,0,0,10,3,0,0,1,0,0,1,127,5,17,97,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
2370001,237,1,536,408,404,4,1,108,0,0,1,0,3,2,0,0,1,0,0,0,120,6,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
9210001,921,1,137,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37200001,3720,1,2747,2102,2083,19,5,74,0,202,10,0,11,1,4,3,208,5,0,0,350,179,948,18,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,11,50
2320001,232,1,815,618,617,1,2,308,0,0,3,0,3,2,0,1,1,0,0,1,199,8,32,46,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,7,0
6920001,692,1,385,294,293,1,1,17,0,34,1,0,11,0,0,0,17,0,0,0,46,25,118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
8460001,846,1,212,125,124,1,1,17,0,1,1,0,0,0,0,0,1,0,0,0,21,26,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
88000001,8800,1,20882,10206,9996,210,31,224,1,18,5,2557,1,3777,6,22,11,2,0,1,482,1452,189,107,3,1,6,3,1036,4,0,2,1,15,12,18,15,1,4,5,15
88000007,8800,7,717,303,300,3,1,8,0,0,0,59,0,108,0,0,0,0,1,0,11,31,6,10,1,0,0,0,61,0,0,0,0,2,1,0,0,1,0,0,0
36490001,3649,1,394,293,290,3,1,8,0,3,1,0,0,0,1,0,21,0,0,0,78,52,118,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4
12330001,1233,1,365,286,284,2,1,19,0,36,0,0,5,0,0,0,90,0,0,0,67,11,40,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5
2920001,292,1,392,304,299,5,1,70,0,4,0,0,6,0,2,0,1,0,0,0,139,27,27,15,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4
11140001,1114,1,606,426,426,0,2,75,0,4,0,0,24,14,0,2,4,0,0,0,150,17,55,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
1260001,126,1,628,422,420,2,2,104,0,0,0,0,3,1,1,0,2,0,0,0,144,11,12,140,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3980001,398,1,224,145,143,2,1,7,0,19,0,0,0,0,0,0,15,0,0,0,3,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41
10450001,1045,1,191,122,122,0,1,26,0,3,0,0,0,2,0,2,6,0,0,0,24,8,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31
7630001,763,1,1020,700,696,4,2,55,0,26,24,0,3,0,1,1,35,0,0,0,171,50,255,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,60
20620001,2062,1,218,156,156,0,1,22,0,0,2,1,1,2,2,0,1,0,0,0,56,22,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
20610001,2061,1,183,106,106,0,1,15,0,2,1,0,0,0,0,0,1,0,0,0,22,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
11720001,1172,1,242,161,160,1,1,24,0,0,0,0,22,15,1,0,0,0,1,0,51,5,3,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35580001,3558,1,240,164,164,0,1,27,0,2,1,0,1,0,1,0,1,0,0,0,53,21,51,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
10830001,1083,1,152,134,132,2,1,0,0,17,0,0,0,0,0,0,61,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
