stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
790001,79,1,441,308,306,2,1,141,0,1,0,0,3,2,1,0,0,0,0,0,107,17,6,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3
10670001,1067,1,324,198,197,1,1,30,0,5,4,0,0,0,0,0,4,0,0,0,16,27,76,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,32
37470001,3747,1,603,503,503,0,1,0,0,148,0,0,3,0,0,0,254,0,0,1,2,1,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
7380001,738,1,270,201,199,2,1,48,0,0,0,0,3,0,1,0,0,0,0,0,84,17,27,11,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0
3360001,336,1,470,317,314,3,1,83,0,0,0,0,4,5,3,0,0,0,0,1,155,6,14,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1
4750001,475,1,355,143,137,6,1,0,0,0,0,74,0,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,51,0,0,0,0,0,0,1,0,1,0,0,0
4920001,492,1,5418,4001,3991,10,8,43,0,10,6,617,0,1908,0,22,1,0,0,1,107,2,13,6,0,1,0,1,1215,2,0,1,0,1,4,8,0,0,0,1,21
22000002,2200,2,1810,819,804,15,3,51,0,31,17,0,0,1,3,0,31,16,0,1,100,177,245,6,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,2,118
22000007,2200,7,5133,2430,2382,48,9,143,1,67,59,1,8,2,6,6,57,2,1,2,389,487,689,9,3,2,2,1,1,0,0,0,2,0,6,0,4,2,1,5,424
22000001,2200,1,2720,1154,1119,35,5,69,0,17,20,4,2,1,1,0,20,0,1,3,162,375,256,11,2,0,0,0,2,1,0,1,0,0,4,4,1,1,1,1,159
22000004,2200,4,2424,1023,1000,23,4,57,1,29,10,2,1,0,5,0,16,0,0,1,115,283,264,2,4,1,2,1,6,1,0,0,1,0,2,0,3,0,1,2,190
22000005,2200,5,2080,1008,975,33,4,32,0,12,15,3,1,0,2,2,7,0,1,1,129,332,247,2,0,0,0,0,1,3,0,2,0,1,1,1,6,0,0,3,171
22000003,2200,3,1705,724,699,25,3,28,0,7,5,2,1,0,3,2,16,0,2,0,97,176,174,4,0,0,1,1,3,1,0,0,1,0,1,1,1,2,0,4,166
22000008,2200,8,1649,749,735,14,3,38,0,11,16,3,2,0,5,2,16,0,0,0,119,187,200,3,1,1,0,0,0,0,0,1,0,0,0,4,5,0,0,3,118
22000006,2200,6,3031,1512,1471,41,5,71,0,17,17,1,1,1,2,1,14,0,0,2,257,476,405,3,0,2,1,0,2,0,0,1,0,0,4,0,3,1,2,2,185
22000009,2200,9,3122,1812,1777,35,5,107,0,45,28,1,2,1,3,2,64,0,3,1,400,202,621,4,0,1,0,0,0,0,0,1,1,0,1,0,4,0,0,5,280
22000012,2200,12,2383,1167,1130,37,4,70,0,33,52,0,7,0,4,1,61,0,0,0,166,207,306,5,1,0,0,0,1,0,0,0,0,0,1,1,3,2,0,3,206
20630001,2063,1,292,207,206,1,1,49,1,4,0,0,0,0,1,0,4,0,0,0,29,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3000001,300,1,668,482,478,4,2,98,0,1,0,0,7,4,0,0,1,0,0,0,143,6,6,203,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,2
4310001,431,1,547,349,344,5,1,18,0,27,1,0,1,0,0,0,19,0,0,0,9,19,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,112
13170001,1317,1,218,115,113,2,1,2,0,0,0,20,0,15,0,0,0,1,0,0,4,1,0,0,0,0,0,0,66,0,0,0,0,0,1,1,1,0,1,0,0
3030001,303,1,425,300,300,0,1,58,0,1,1,0,4,2,0,0,2,0,0,0,89,11,8,113,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1
3020001,302,1,546,400,393,7,1,155,0,2,0,0,4,2,3,1,0,0,0,0,155,8,31,27,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
12410001,1241,1,248,155,155,0,1,32,0,0,0,0,3,0,0,0,0,0,0,0,52,32,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
13490001,1349,1,274,199,184,15,1,37,0,0,0,4,0,3,0,0,0,0,0,1,11,4,2,1,0,0,1,0,110,0,0,0,0,0,0,2,3,3,0,0,2
7020001,702,1,155,91,90,1,1,30,0,5,1,0,0,0,3,0,1,0,0,0,20,4,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
6750001,675,1,244,153,152,1,1,41,0,1,0,0,8,0,0,0,0,0,0,0,72,3,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3560001,356,1,496,347,344,3,1,136,0,1,1,0,3,0,2,0,1,0,0,0,115,17,28,28,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,3,2
1910001,191,1,390,295,293,2,1,66,0,4,0,0,6,3,1,1,1,0,0,0,138,7,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
97000021,9700,21,3732,2629,2608,21,6,505,0,18,11,0,26,8,13,12,19,1,0,2,1124,167,474,149,1,0,0,0,0,1,0,0,2,1,2,0,12,0,0,16,44
97000015,9700,15,4691,3231,3211,20,8,562,0,31,8,0,40,9,12,14,30,0,0,0,1325,218,677,147,1,0,0,0,0,9,0,0,1,0,3,1,15,1,0,15,92
97000022,9700,22,1391,1017,1011,6,2,151,0,10,2,0,11,1,5,2,15,0,0,1,380,51,206,37,0,0,0,0,3,2,0,0,1,0,0,0,3,0,0,5,125
97000024,9700,24,2619,1889,1874,15,4,341,0,20,8,0,11,17,8,7,18,0,0,1,703,107,414,109,3,1,0,0,0,4,0,0,0,0,0,1,6,0,0,8,87
97000033,9700,33,1615,1080,1065,15,3,136,0,21,7,0,7,7,10,2,13,0,0,0,280,56,357,46,0,0,1,0,1,0,0,0,0,0,1,3,8,1,0,9,99
97000032,9700,32,1546,1117,1094,23,3,174,0,13,2,2,10,2,3,3,6,0,0,0,393,145,229,47,2,0,0,0,0,1,0,0,0,0,1,0,9,0,0,4,48
97000014,9700,14,709,483,481,2,1,72,0,3,1,0,7,2,2,3,2,0,0,1,217,26,104,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7
97000012,9700,12,3641,2810,2795,15,7,452,0,43,5,0,30,4,19,9,23,0,0,3,1238,120,645,117,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,17,56
97000011,9700,11,4925,3453,3410,43,10,414,0,75,15,2,38,13,8,12,46,0,0,4,1185,199,958,133,1,0,0,0,1,6,0,0,0,2,2,3,18,0,0,20,255
97000023,9700,23,2404,1561,1552,9,4,210,3,18,8,0,14,3,7,10,17,0,0,3,639,132,378,41,1,0,0,0,0,1,0,1,1,1,3,0,3,0,1,9,48
97000031,9700,31,6778,5225,5205,20,11,1058,2,27,4,1,37,10,18,24,31,0,1,2,2384,241,1003,208,0,1,0,1,0,8,0,0,3,0,7,0,13,0,1,32,88
7260001,726,1,466,276,274,2,1,31,0,4,2,0,0,0,2,1,15,1,0,0,47,22,112,5,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,26
11860001,1186,1,919,730,727,3,2,14,0,311,4,0,34,0,2,1,74,0,0,0,40,17,204,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,18
2500001,250,1,867,583,580,3,2,92,0,1,0,0,8,5,2,0,0,1,0,0,251,9,8,195,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0
3070001,307,1,398,308,307,1,1,9,0,96,3,0,0,0,1,0,86,0,0,0,9,4,70,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,25
4340001,434,1,465,335,331,4,1,146,0,1,0,0,2,0,0,0,2,0,0,0,119,14,13,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
6840001,684,1,490,353,351,2,1,103,0,4,0,0,8,0,1,0,1,0,0,1,147,32,26,19,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,2
12080001,1208,1,403,315,313,2,1,93,0,2,0,0,23,2,0,1,4,0,0,0,110,8,25,32,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,5,2
3770001,377,1,451,320,316,4,1,61,0,1,0,0,6,3,2,0,2,0,0,0,99,10,15,114,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
6770001,677,1,517,411,410,1,1,101,0,2,0,0,8,1,0,0,8,0,0,0,185,22,44,28,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,4
4230001,423,1,565,404,400,4,2,85,0,3,0,0,4,4,2,0,2,0,0,0,127,9,10,145,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3
37690001,3769,1,2040,1621,1614,7,4,367,1,12,2,0,42,5,6,1,20,0,0,1,566,69,383,112,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,8,11
36030001,3603,1,344,258,255,3,1,30,0,10,0,0,18,1,0,1,9,0,0,1,73,15,71,15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,6
4640001,464,1,147,62,60,2,1,11,0,0,0,0,3,3,0,0,0,0,0,0,11,1,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12490001,1249,1,270,202,202,0,1,27,0,0,0,1,74,12,0,0,0,0,0,0,35,4,2,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
64000011,6400,11,4241,2339,2298,41,7,147,0,27,34,1,10,4,17,6,59,2,0,2,565,431,623,41,1,1,1,0,0,4,0,0,0,0,4,3,10,2,2,8,293
64000012,6400,12,2009,1223,1203,20,3,118,0,34,24,0,11,4,8,2,26,0,0,1,360,131,312,47,0,0,0,0,1,2,0,2,0,1,1,2,7,0,1,6,102
64000013,6400,13,4820,3193,3156,37,8,262,0,206,95,0,28,4,17,12,133,0,1,1,731,175,949,84,1,0,0,1,0,6,0,1,1,0,2,1,15,0,0,12,418
64000024,6400,24,4503,2950,2929,21,7,524,1,30,14,0,21,15,23,6,19,0,0,2,1119,174,689,138,1,0,0,1,0,3,0,1,0,0,0,0,12,1,0,18,117
64000034,6400,34,5891,3533,3500,33,10,438,0,96,21,1,27,6,56,20,62,0,1,2,1216,430,813,129,0,0,1,1,0,6,0,1,1,0,6,4,15,2,1,19,125
64000031,6400,31,4320,2649,2623,26,7,412,1,40,13,0,22,9,19,12,66,1,0,0,970,219,589,98,2,0,0,0,1,6,0,1,1,1,6,1,8,0,1,14,110
64000021,6400,21,4157,2965,2938,27,7,634,2,35,10,0,18,6,11,9,14,1,1,0,1304,92,550,178,2,0,0,0,0,3,0,0,2,1,0,2,18,1,1,14,29
64000022,6400,22,3373,2283,2260,23,5,392,0,24,10,1,19,9,15,8,28,0,0,4,935,124,496,116,0,0,0,0,1,0,0,0,2,1,5,1,10,0,0,9,50
64000023,6400,23,1268,838,833,5,2,106,0,14,8,0,3,3,5,4,9,0,0,1,233,48,222,35,0,0,0,0,0,1,0,0,0,0,2,0,5,0,1,3,130
64000033,6400,33,4369,2901,2874,27,7,453,0,105,12,1,18,9,22,14,93,0,0,2,1062,205,622,104,0,0,2,0,0,3,0,0,0,0,2,0,15,0,0,23,107
64000035,6400,35,1188,766,756,10,2,115,0,20,7,0,5,0,12,4,10,0,0,0,292,47,156,34,0,0,0,0,1,0,0,0,1,1,1,1,5,0,0,6,38
64000043,6400,43,571,369,367,2,1,53,0,9,2,0,3,2,1,1,7,0,0,0,163,18,70,14,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,16
64000042,6400,42,2969,1910,1887,23,5,310,0,17,8,1,22,5,13,13,43,1,1,0,722,191,371,102,1,0,0,1,1,1,0,0,0,0,2,0,8,0,0,7,46
64000041,6400,41,3746,2424,2394,30,6,399,1,48,8,2,19,10,19,41,36,1,1,2,909,212,494,119,0,0,1,1,0,1,0,0,0,1,4,2,9,0,0,4,50
64000044,6400,44,4337,3083,3057,26,7,563,0,43,3,0,31,15,13,23,39,1,0,1,1278,163,589,206,1,0,1,1,0,5,0,0,0,0,2,0,9,0,1,18,51
64000051,6400,51,4219,2868,2845,23,7,454,7,39,15,0,19,8,25,13,31,0,0,0,1108,160,646,127,2,0,0,1,0,1,0,1,1,0,2,3,14,2,0,21,145
64000054,6400,54,1965,1469,1456,13,4,280,0,17,3,0,13,5,7,7,7,0,0,2,604,74,314,77,0,0,0,2,0,2,0,0,0,0,3,3,9,0,0,8,19
64000056,6400,56,2406,1562,1548,14,4,247,1,30,5,0,14,7,8,2,36,1,0,0,581,106,349,72,2,0,0,0,1,1,0,0,0,1,4,2,8,0,0,9,61
64000057,6400,57,2606,1514,1488,26,5,174,2,12,7,0,14,2,2,5,20,1,0,1,511,202,317,63,1,0,0,0,1,5,0,1,1,0,1,1,5,0,1,9,129
64000063,6400,63,2206,1459,1447,12,4,253,0,7,6,1,12,8,8,4,12,0,0,3,634,65,291,87,0,0,0,0,0,6,0,0,0,2,2,1,8,1,0,9,27
64000066,6400,66,4611,2766,2743,23,7,497,1,21,3,0,33,20,17,9,23,6,0,3,1088,121,598,184,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,29,76
64000065,6400,65,1277,793,785,8,2,119,0,10,1,0,8,2,7,5,4,0,0,0,348,25,199,43,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,8
64000064,6400,64,2544,1586,1569,17,4,287,0,12,3,0,14,11,11,3,14,1,0,0,596,95,388,108,1,0,1,0,0,3,0,0,0,0,0,1,8,0,1,3,8
64000052,6400,52,694,463,462,1,1,83,1,4,2,0,4,1,3,4,3,0,0,1,212,19,87,16,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,2,13
12030001,1203,1,210,145,145,0,1,12,0,0,1,0,45,1,1,0,0,0,0,1,51,3,13,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
36390001,3639,1,161,109,109,0,1,5,0,3,2,0,3,0,0,0,6,0,0,0,27,18,38,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1
11330001,1133,1,184,124,120,4,1,20,0,3,1,0,0,0,0,0,1,0,0,0,31,10,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
8150001,815,1,343,256,255,1,1,0,0,9,11,0,0,0,1,0,8,0,0,0,5,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
440001,44,1,284,197,195,2,1,6,0,2,0,0,0,0,1,0,2,0,0,0,40,18,59,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,64
5840001,584,1,415,245,245,0,1,24,0,0,0,0,3,2,1,0,0,0,0,0,115,7,7,80,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2
7880001,788,1,687,543,540,3,2,50,0,7,2,0,1,0,2,1,17,0,0,0,67,36,236,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,113
93000003,9300,3,2814,2006,1993,13,5,296,1,51,39,0,57,15,5,4,41,0,0,2,708,127,381,90,2,0,0,0,1,0,0,0,0,0,5,0,9,1,0,11,147
93000001,9300,1,1621,1212,1203,9,3,250,0,17,4,0,26,3,1,2,8,0,0,1,498,49,250,69,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,2,12
93000002,9300,2,6498,4748,4719,29,12,730,0,104,439,12,100,14,5,15,65,2,0,0,1680,194,771,263,0,2,0,0,0,3,0,0,1,4,8,2,33,1,0,17,254
93000004,9300,4,1285,802,794,8,2,76,0,25,4,0,15,1,3,1,11,0,0,0,213,51,190,22,0,0,0,0,0,2,0,0,1,0,1,1,3,0,0,3,171
7990001,799,1,548,395,393,2,1,33,0,2,2,0,2,0,1,1,5,0,0,0,59,35,186,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,61
12900001,1290,1,3342,1689,1655,34,6,63,0,0,0,523,0,130,0,1,5,2,1,0,8,1,11,6,0,0,0,0,873,1,0,0,0,3,0,5,3,0,1,0,18
10650001,1065,1,228,179,179,0,1,3,0,1,7,0,0,0,0,0,6,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106
8160001,816,1,306,186,183,3,1,10,0,7,3,0,1,0,0,0,3,0,0,0,9,14,85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47
20640001,2064,1,182,112,111,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,10,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
9750001,975,1,3686,1317,1267,50,8,94,0,36,0,123,1,72,1,1,1,2,1,3,116,12,116,49,0,2,3,2,588,0,0,2,3,2,3,6,4,2,1,2,19
8180001,818,1,388,280,278,2,1,7,0,40,3,0,0,0,0,0,33,0,0,0,8,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84
2350001,235,1,337,233,232,1,1,50,0,3,1,0,8,3,0,2,6,0,0,0,82,14,32,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,13
11100001,1110,1,215,134,133,1,1,12,0,2,0,0,1,0,0,0,1,0,0,0,41,33,29,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8
7170001,717,1,566,426,425,1,1,58,0,5,0,0,8,2,1,3,5,0,0,0,219,28,75,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9
37640001,3764,1,235,203,202,1,1,0,0,10,0,0,0,0,0,0,158,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2050001,205,1,391,327,324,3,1,115,0,2,0,0,19,1,1,2,4,0,0,0,109,9,25,32,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
6180001,618,1,421,321,319,2,1,8,0,29,3,0,0,0,2,0,21,0,0,0,52,19,133,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,48
40260001,4026,1,377,261,257,4,1,26,0,19,0,0,1,0,0,0,4,0,0,1,87,30,64,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,8
65000032,6500,32,4609,2716,2667,49,7,255,1,83,36,2,4,5,34,5,52,1,0,2,742,325,732,32,1,3,0,0,2,3,0,1,0,0,1,3,11,2,4,6,319
65000021,6500,21,3128,1738,1702,36,5,94,0,32,22,2,4,1,10,2,31,1,1,2,389,513,465,19,1,0,0,1,1,1,0,0,0,2,1,3,6,1,0,6,91
65000031,6500,31,7090,4159,4102,57,12,425,2,141,36,3,18,5,53,6,90,0,1,6,1197,727,968,63,13,2,2,0,1,2,0,1,2,0,7,4,18,3,1,9,296
65000023,6500,23,4484,2700,2669,31,7,205,1,104,16,1,13,6,15,5,71,1,0,2,759,333,847,29,1,0,1,0,5,1,0,0,0,0,8,5,13,0,0,15,212
65000061,6500,61,3978,1840,1812,28,6,109,0,16,12,3,1,2,11,3,20,0,0,0,454,443,538,20,2,3,0,1,3,6,0,1,2,1,4,1,11,2,1,5,137
65000024,6500,24,1770,928,904,24,3,36,0,21,7,1,0,0,5,1,11,0,2,0,154,250,325,10,3,1,1,5,3,1,0,1,3,0,0,0,3,4,2,1,53
65000062,6500,62,1316,707,694,13,2,22,1,8,6,1,1,1,5,4,20,0,0,0,98,161,246,4,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,4,103
65000063,6500,63,3887,2047,2011,36,6,83,0,54,22,1,14,4,14,2,38,0,0,0,347,273,683,17,3,0,0,0,2,5,0,1,0,0,2,2,7,0,1,6,430
65000064,6500,64,3190,1445,1394,51,5,70,0,28,11,1,11,5,8,4,26,0,1,1,217,221,462,20,1,0,0,1,1,0,0,0,1,1,7,2,2,1,3,2,286
65000045,6500,45,5916,3339,3287,52,9,291,2,86,341,0,15,4,33,4,58,0,1,1,926,460,783,36,8,0,0,1,0,2,0,2,2,4,4,2,7,0,1,10,203
65000053,6500,53,4318,2416,2375,41,7,234,2,65,23,3,10,4,23,5,39,1,2,2,674,521,557,32,6,0,0,2,0,3,0,0,0,0,3,4,6,0,0,7,147
65000043,6500,43,2957,1714,1683,31,5,148,2,40,115,1,5,3,13,3,26,1,0,1,474,161,498,30,3,0,1,1,20,1,0,0,1,0,5,1,7,2,1,7,112
65000042,6500,42,5646,3384,3327,57,9,373,2,44,55,0,20,14,9,9,52,0,1,4,1046,472,909,91,4,1,1,2,4,3,0,0,1,1,6,3,15,3,2,8,172
65000041,6500,41,3574,2081,2029,52,6,80,1,14,13,1,4,2,10,0,19,1,0,0,443,829,487,18,6,1,0,1,1,2,0,0,2,0,6,5,9,0,5,2,67
65000013,6500,13,4303,2502,2466,36,7,228,0,53,24,1,11,4,11,11,39,0,1,2,743,321,772,38,0,1,0,1,0,6,0,1,0,1,3,0,9,1,0,10,174
65000012,6500,12,2230,1306,1274,32,3,88,0,10,17,0,4,2,5,1,18,0,0,1,252,477,306,13,14,0,0,0,0,0,0,0,1,0,1,2,6,1,0,7,48
65000011,6500,11,1846,1067,1044,23,3,43,0,4,12,3,0,1,5,1,5,0,1,1,195,417,261,9,2,0,0,0,0,0,0,0,0,1,4,0,8,0,0,2,69
13210001,1321,1,197,112,106,6,1,6,0,0,0,10,0,51,0,0,1,1,0,0,4,1,5,1,0,1,0,0,23,0,0,0,0,1,0,0,0,0,0,0,1
1600001,160,1,289,210,210,0,1,72,0,2,0,0,8,1,0,0,4,0,0,0,81,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
66000225,6600,225,3557,2268,2244,24,6,185,0,51,24,2,13,2,22,2,31,0,0,3,532,166,789,30,3,0,0,3,1,2,0,0,0,0,4,0,9,2,0,9,359
66000311,6600,311,1634,976,965,11,3,94,0,24,5,0,8,2,8,1,11,0,0,1,342,58,272,22,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,4,108
66000321,6600,321,3933,2346,2326,20,6,333,1,57,10,0,13,5,24,3,30,1,2,3,808,259,550,72,2,1,0,1,0,3,0,0,0,0,2,2,19,2,0,16,107
66000224,6600,224,1879,1240,1226,14,3,149,1,11,4,0,5,3,10,2,14,0,1,0,401,162,314,27,0,0,0,0,1,1,0,0,1,1,1,2,3,0,0,10,102
66000223,6600,223,3455,2011,1983,28,6,232,1,47,12,0,7,0,25,6,37,0,1,1,556,199,554,51,1,0,0,0,3,3,0,1,0,1,6,3,7,0,1,5,223
66000222,6600,222,1774,1225,1213,12,3,163,0,21,3,0,3,0,12,4,12,0,0,0,425,89,318,27,0,1,0,0,0,2,0,0,0,1,4,0,3,0,2,6,117
66000411,6600,411,2990,1695,1667,28,5,206,0,32,7,0,6,4,19,6,38,0,0,2,514,220,417,35,0,0,0,1,1,3,0,0,0,0,3,4,10,1,2,9,127
66000313,6600,313,2819,1738,1715,23,4,262,0,36,4,0,6,7,19,6,46,0,0,3,559,150,450,39,0,0,0,0,0,0,0,0,1,1,2,1,7,0,0,8,108
66000312,6600,312,2229,1472,1451,21,4,229,1,40,5,0,9,3,14,3,24,0,0,0,498,107,397,46,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,6,57
66000323,6600,323,6149,3627,3596,31,10,531,0,75,29,1,20,10,43,9,31,1,3,2,1191,410,901,88,4,1,0,0,0,0,0,0,2,1,7,0,14,1,0,15,206
66000413,6600,413,443,256,251,5,1,40,0,11,2,0,1,0,4,1,6,0,0,1,77,26,62,8,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,7
66000521,6600,521,5553,3296,3254,42,8,475,0,44,19,0,22,6,37,11,49,0,3,5,998,414,834,64,0,0,0,0,0,2,0,0,0,0,2,5,18,1,0,13,232
66000314,6600,314,2788,1577,1561,16,5,197,1,43,4,0,4,4,15,3,15,0,0,2,493,204,433,37,0,0,1,0,0,1,0,0,0,1,0,0,7,0,0,8,88
66000623,6600,623,10509,5653,5572,81,17,513,1,86,39,1,14,9,45,12,57,0,1,7,1411,819,1635,87,3,0,0,1,2,11,0,1,2,1,9,4,19,0,3,23,756
66000113,6600,113,2489,1401,1377,24,4,163,1,34,4,0,4,3,12,4,28,0,0,1,403,184,400,13,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,114
66000625,6600,625,7088,4095,4022,73,12,317,0,64,21,1,8,8,45,9,54,0,0,1,902,691,1172,45,1,0,2,0,1,2,0,2,0,1,5,0,16,2,1,8,643
66000621,6600,621,4587,2487,2456,31,7,137,0,37,23,0,2,3,28,3,35,0,2,3,393,340,604,26,1,0,0,0,3,1,0,0,1,0,2,2,5,1,2,10,792
66000612,6600,612,8106,4492,4392,100,13,444,1,38,25,5,16,4,66,21,46,1,3,4,1110,685,1155,63,3,0,0,1,4,7,0,0,0,1,6,2,15,2,3,16,645
66000611,6600,611,13931,7506,7384,122,21,675,1,92,34,1,23,5,50,12,82,0,4,4,1983,1123,2150,113,9,1,0,3,1,5,0,5,5,0,11,5,21,2,0,30,934
66000335,6600,335,2088,1360,1349,11,4,215,0,20,7,0,8,4,11,8,20,0,0,1,433,101,396,22,0,0,0,0,0,1,0,1,0,0,3,1,1,1,0,5,90
66000334,6600,334,994,649,619,30,2,140,0,8,1,1,2,0,21,1,1,0,0,1,207,48,125,18,0,0,0,0,0,2,0,1,0,0,3,2,7,2,1,2,25
66000522,6600,522,3632,2123,2094,29,6,257,0,35,18,0,9,2,19,9,33,0,0,2,627,195,560,33,0,0,2,0,1,8,0,0,2,0,5,1,9,4,0,13,250
66000523,6600,523,3024,1696,1667,29,5,179,2,18,10,1,15,5,19,7,27,0,2,1,495,177,452,37,0,1,0,1,0,3,0,0,1,1,0,0,8,1,0,4,200
66000514,6600,514,2917,1428,1392,36,5,93,0,17,7,0,3,3,8,0,18,0,1,1,277,400,343,12,0,0,0,0,1,0,0,0,0,2,1,1,6,0,1,6,191
66000422,6600,422,3772,2488,2455,33,6,268,0,29,12,0,11,2,16,2,19,0,1,0,844,256,713,41,1,0,0,0,1,8,0,0,1,1,1,0,6,0,1,8,213
66000215,6600,215,8313,5009,4956,53,12,464,0,86,29,0,18,4,38,9,67,1,1,2,1644,588,1401,87,3,0,2,0,1,10,0,2,2,1,10,4,10,0,0,18,454
66000512,6600,512,4660,2217,2166,51,9,134,1,45,4,2,2,0,10,5,41,0,1,2,406,458,613,12,3,0,0,1,0,2,0,0,2,0,3,7,12,2,1,3,394
66000416,6600,416,3350,2288,2265,23,5,230,0,27,9,0,2,3,21,7,23,0,0,2,834,169,705,32,0,0,0,1,0,3,0,2,0,0,10,0,6,0,0,7,172
66000216,6600,216,4964,3080,3015,65,9,310,1,61,18,2,12,3,13,10,41,0,0,0,898,465,806,45,3,1,2,1,1,1,0,2,1,2,4,3,9,1,4,17,278
66000211,6600,211,3554,1985,1952,33,5,177,0,21,13,1,9,9,11,4,22,0,0,0,570,397,520,19,0,0,1,1,0,1,0,1,0,1,2,4,10,0,1,3,154
66000214,6600,214,1837,1250,1241,9,3,125,0,13,9,0,7,2,8,2,15,0,0,1,482,101,332,18,0,0,0,0,0,4,0,0,1,0,2,0,7,0,1,15,96
66000614,6600,614,2331,1298,1267,31,4,154,1,22,1,0,3,0,7,3,15,0,0,0,316,144,371,17,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,4,203
66000425,6600,425,2724,1841,1830,11,4,212,0,12,2,0,5,4,12,4,17,0,0,1,716,154,516,38,0,0,0,0,0,0,0,1,0,1,5,0,10,0,0,4,116
66000427,6600,427,4586,3071,3039,32,7,324,1,32,9,0,9,8,19,17,35,0,0,1,1117,348,810,60,1,1,1,0,0,7,0,1,0,0,4,0,9,0,0,8,217
