stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
71000222,7100,222,1194,752,740,2,24,13,0,0,0,0,34,0,0,0,0,35,99,342,4,0,1,1,0,22,2,0,6,62,0,95
71000223,7100,223,1762,1058,1033,3,50,3,0,1,0,1,41,0,1,0,0,79,348,365,3,1,0,0,0,62,1,1,20,19,1,36
71000224,7100,224,5874,3802,3726,9,224,32,0,0,0,0,181,1,0,0,0,297,1174,1287,24,0,0,2,0,256,2,1,40,75,5,125
71000215,7100,215,5484,3461,3373,8,238,30,0,1,0,0,136,0,0,0,0,277,896,1235,37,0,0,2,0,240,2,2,67,101,4,105
71000226,7100,226,3928,2665,2626,6,92,45,2,0,0,0,234,0,0,0,0,219,106,1105,13,1,0,4,1,57,0,1,28,282,2,434
71000225,7100,225,2957,1953,1941,5,74,42,1,0,0,1,149,0,0,0,0,176,74,879,6,1,1,0,0,61,0,1,26,185,1,263
71000313,7100,313,4079,2166,2111,7,88,17,2,2,0,0,56,1,1,0,0,107,670,805,12,0,0,0,2,94,1,2,31,43,3,174
71000316,7100,316,5876,3067,3005,10,158,29,2,1,0,1,104,0,0,0,0,209,560,1237,17,2,1,2,2,130,2,3,39,162,6,338
71000314,7100,314,4874,2792,2731,8,96,41,8,0,1,1,121,0,0,0,1,186,520,1165,17,0,1,2,1,105,0,2,34,116,6,307
71000124,7100,124,4980,3454,3425,8,487,45,2,1,0,2,254,0,0,0,0,338,162,1405,43,1,0,0,1,256,0,2,39,177,3,207
71000123,7100,123,4631,3195,3178,7,670,25,4,0,0,2,232,0,0,0,0,292,120,1215,61,1,0,0,0,300,0,4,36,109,3,104
71000122,7100,122,3585,1960,1939,6,224,19,7,1,0,1,104,1,0,0,1,154,245,815,19,0,0,3,0,165,1,2,25,56,2,94
71000114,7100,114,7696,5078,5042,13,906,23,3,1,1,0,335,1,0,0,0,518,214,2018,73,3,1,1,0,485,1,2,70,188,9,189
71000111,7100,111,5410,3841,3824,8,546,17,0,3,0,2,262,0,0,0,0,429,157,1666,40,1,0,0,1,394,1,2,31,128,0,144
71000127,7100,127,1654,1072,1057,3,97,16,0,0,0,0,68,0,0,0,0,114,119,461,10,0,0,0,0,56,0,0,16,40,0,60
71000322,7100,322,4565,2727,2670,7,87,77,5,0,1,0,112,2,0,0,0,183,402,1096,11,2,2,0,0,100,2,3,22,205,2,356
71000323,7100,323,5825,3415,3340,10,166,35,5,1,0,1,119,2,1,0,0,195,914,1209,23,0,2,2,1,136,3,3,33,244,3,242
71000126,7100,126,2635,1591,1564,4,175,11,0,1,0,0,96,1,0,0,0,126,292,601,22,0,0,2,1,105,0,2,19,43,1,66
71000311,7100,311,3813,2292,2236,7,130,20,5,1,0,0,85,0,1,0,0,114,819,782,7,0,3,0,0,115,1,7,22,43,4,77
71000221,7100,221,2281,1341,1318,4,70,8,0,0,0,0,67,0,0,0,0,87,484,416,8,0,0,0,0,98,0,2,33,18,3,24
71000112,7100,112,2542,1902,1892,4,297,16,1,0,0,1,126,1,0,0,0,174,86,788,22,0,0,0,0,218,0,0,13,32,0,117
12560001,1256,1,361,287,287,1,41,4,0,0,0,0,28,0,0,0,0,45,12,112,8,1,0,0,0,23,0,0,5,8,0,0
7400001,740,1,680,550,548,1,68,21,1,0,0,0,40,0,0,0,0,52,4,205,20,0,0,0,0,29,0,1,2,29,0,76
60000003,6000,3,12832,7939,7886,19,227,2,7390,1,0,4,1,0,0,0,1,0,1,8,203,0,1,0,28,5,0,1,1,5,0,7
60000005,6000,5,706,418,418,1,5,0,391,0,0,0,0,0,0,0,1,0,1,2,14,0,0,0,0,0,1,3,0,0,0,0
60000006,6000,6,2179,1323,1310,3,21,2,1257,0,0,0,0,0,0,0,0,0,0,1,20,0,0,2,4,0,0,0,1,0,0,2
60000002,6000,2,693,414,408,1,6,0,390,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
210001,21,1,271,228,226,1,89,0,2,0,0,0,8,0,0,0,0,26,6,46,8,0,0,0,0,35,0,1,5,0,0,0
1550001,155,1,661,541,541,1,326,1,2,0,0,0,10,0,0,0,0,22,5,34,41,0,0,0,0,92,0,0,7,1,0,0
25300001,2530,1,10833,8518,8440,19,1754,97,12,0,0,2,459,0,1,0,1,1044,170,2676,141,3,0,0,0,1238,1,2,90,142,7,600
90000111,9000,111,2571,1201,1183,5,72,9,17,1,0,0,78,0,0,0,1,87,176,449,17,0,2,1,1,37,0,3,13,84,0,135
90000122,9000,122,1104,535,516,2,54,10,4,0,0,0,22,0,0,0,1,32,66,218,20,0,0,0,0,25,0,1,9,14,0,40
90000113,9000,113,8780,4699,4589,15,426,22,28,0,0,0,328,1,1,0,0,365,704,1692,71,2,0,1,2,218,1,3,67,195,7,455
90000132,9000,132,4816,2339,2293,9,234,20,22,0,1,0,116,0,0,0,1,186,405,800,43,5,1,3,3,127,5,0,31,90,0,200
90000123,9000,123,1633,860,854,4,155,3,5,0,0,0,47,0,0,0,0,71,49,298,36,0,0,0,0,54,1,0,16,42,2,75
90000432,9000,432,7248,4164,4112,13,491,36,11,0,0,1,492,1,1,0,0,291,503,1422,59,5,0,1,1,255,1,6,55,222,4,254
90000434,9000,434,6685,3836,3779,11,510,60,15,0,1,0,478,2,0,0,0,239,379,1203,80,5,0,1,0,257,3,3,32,237,3,271
90000213,9000,213,7867,5034,4958,13,461,75,16,2,0,2,221,1,1,0,0,356,716,1746,56,1,1,1,0,267,0,2,51,258,8,716
90000211,9000,211,4215,2400,2352,8,325,17,13,1,0,0,103,0,0,0,0,168,391,872,27,2,0,0,1,167,2,7,33,86,1,136
90000521,9000,521,10801,7251,7166,18,1023,49,33,0,0,1,451,0,0,0,0,676,783,2788,85,1,3,0,1,597,2,4,88,265,1,315
90000212,9000,212,6309,3469,3415,12,254,27,17,1,1,0,173,1,1,0,25,265,707,1207,16,1,1,3,1,157,1,3,40,145,4,364
90000512,9000,512,1587,962,950,3,106,6,1,0,0,0,71,0,0,0,0,84,39,430,16,0,0,0,0,36,0,14,13,47,1,86
90000623,9000,623,616,306,304,1,57,3,1,0,0,0,31,0,0,0,0,37,7,87,18,1,0,0,0,29,0,0,6,10,0,17
90000632,9000,632,408,227,222,1,34,1,0,0,0,0,10,0,1,0,0,28,14,84,8,0,0,0,0,9,1,0,4,12,0,16
90000633,9000,633,3840,1835,1799,7,153,18,14,1,0,0,122,0,0,0,0,133,201,737,38,2,0,1,2,79,0,3,26,72,4,193
90000522,9000,522,1020,604,596,2,40,4,6,0,0,0,37,0,0,0,0,43,30,262,5,0,0,0,0,28,1,5,8,69,0,58
90000631,9000,631,3372,1922,1881,6,191,14,29,1,0,0,83,0,0,0,0,141,455,648,13,2,1,0,5,98,2,0,21,46,3,128
90000216,9000,216,1048,557,546,2,51,10,5,0,0,0,33,1,0,0,0,29,92,185,8,0,1,0,1,18,1,2,5,25,3,76
90000523,9000,523,3313,2070,2046,5,210,36,8,0,0,1,125,0,0,0,1,177,67,819,28,1,1,0,0,110,0,2,27,200,3,230
90000222,9000,222,6606,3362,3281,11,315,30,10,1,0,1,169,4,0,0,0,259,755,1198,33,1,1,2,0,216,2,6,42,96,6,134
90000611,9000,611,3060,2118,2098,5,439,12,7,0,0,0,115,0,0,0,0,186,133,813,34,0,0,1,0,212,0,0,27,50,3,66
90000641,9000,641,6429,4517,4478,11,729,22,44,0,1,1,304,2,0,0,1,402,304,1718,80,2,0,2,2,439,0,1,61,169,4,190
90000612,9000,612,1640,1024,1014,3,193,10,6,0,0,2,65,0,0,0,0,77,37,371,46,0,1,0,0,78,0,1,21,57,0,49
90000614,9000,614,2125,1234,1172,4,47,1,3,1,0,0,68,1,0,0,0,70,446,434,10,1,1,0,0,44,1,0,14,13,2,15
90000613,9000,613,4104,2951,2926,7,541,11,35,0,0,1,211,0,1,0,0,316,116,1137,68,1,1,1,0,292,1,1,32,75,4,81
90000234,9000,234,7337,4989,4943,11,396,30,6,0,0,0,298,0,0,0,0,463,787,2102,32,2,1,1,0,359,0,2,63,120,6,275
90000423,9000,423,4754,3355,3314,8,645,13,10,2,1,0,264,0,0,0,2,339,210,1143,60,4,1,0,0,349,1,1,39,114,2,114
90000421,9000,421,5827,4291,4258,10,663,15,7,0,0,0,368,0,1,0,0,443,221,1689,37,0,0,0,2,424,0,3,53,158,2,172
90000224,9000,224,5877,3707,3657,10,379,24,13,0,0,2,181,0,0,0,0,382,591,1403,27,1,1,1,0,264,3,0,48,116,8,213
90000225,9000,225,2491,1519,1496,4,101,10,4,0,0,0,80,0,0,0,0,115,337,600,12,0,1,0,0,101,0,1,9,68,1,56
90000226,9000,226,3093,2075,2048,6,177,9,3,0,0,0,134,0,1,0,1,202,267,817,14,0,0,1,0,140,0,2,19,98,1,162
90000415,9000,415,4971,3608,3580,8,417,13,4,0,0,0,330,0,0,0,0,337,282,1408,37,0,0,1,0,306,0,2,28,201,0,214
90000413,9000,413,1566,1014,998,3,91,5,4,0,0,1,68,0,0,0,1,92,226,332,18,0,1,0,0,95,1,1,14,16,0,32
90000621,9000,621,5287,4021,3979,9,668,16,63,0,0,0,344,0,0,0,1,436,155,1420,82,2,0,0,0,423,0,2,50,157,2,158
90000312,9000,312,5231,3558,3518,8,305,12,14,0,0,5,278,0,0,0,0,316,641,1376,29,1,0,0,1,258,0,2,41,62,5,172
90000414,9000,414,1282,907,892,2,101,6,2,0,0,0,55,1,0,0,0,75,133,370,6,0,0,0,0,70,0,2,7,24,1,39
90000645,9000,645,7783,5984,5940,12,833,17,51,1,0,0,429,0,1,0,0,630,296,2336,88,2,0,1,2,726,0,2,66,185,3,271
4500001,450,1,408,280,278,1,29,0,0,0,0,0,138,0,1,0,0,23,1,36,8,2,0,0,0,23,0,0,6,9,0,2
6970001,697,1,654,538,536,1,217,0,0,0,0,0,21,0,0,0,0,54,6,62,40,0,0,0,0,113,0,2,12,5,2,2
3990001,399,1,804,669,667,2,443,1,0,0,0,0,14,0,0,0,0,13,5,18,109,0,0,0,0,50,0,0,13,0,1,0
5590001,559,1,518,403,402,1,150,1,0,0,0,0,26,0,0,0,0,34,10,80,24,0,0,0,0,58,0,1,5,1,1,11
4820001,482,1,5550,3650,3607,8,112,2,3038,0,1,1,5,0,2,0,223,49,3,10,82,0,0,1,20,1,0,2,2,5,1,47
40010001,4001,1,363,17,17,1,4,0,1,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,1,0,0,1,0,0,1
6980001,698,1,777,628,624,2,278,0,0,1,0,0,19,0,0,0,0,54,9,93,42,0,0,0,0,103,0,1,16,2,0,6
20430001,2043,1,520,418,418,1,242,0,2,0,0,1,12,0,0,0,0,22,5,36,28,0,0,0,0,62,0,0,8,0,0,0
7620001,762,1,536,438,437,1,21,13,0,0,0,0,48,0,0,0,0,31,1,237,1,0,0,1,0,9,0,1,1,25,0,48
2340001,234,1,811,670,666,2,383,3,0,0,0,1,20,0,0,0,0,30,4,71,42,0,0,0,0,102,0,0,7,3,0,0
9980001,998,1,5562,2717,2672,8,226,1,1733,0,1,1,27,0,0,0,0,18,1,6,35,0,0,2,47,397,2,2,2,3,1,167
13480001,1348,1,583,406,399,1,1,0,389,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,1,0,0,1,0,0
3680001,368,1,583,434,430,1,38,7,0,0,0,0,32,0,0,0,0,59,4,163,1,0,0,0,0,15,0,1,8,50,1,51
3170001,317,1,280,193,193,1,89,1,1,0,0,0,11,0,0,0,0,11,5,16,27,0,0,0,0,28,0,0,4,0,0,0
35740001,3574,1,3210,2730,2726,5,5,19,0,0,0,0,1604,0,0,0,0,10,2,308,0,3,0,3,0,2,1,1,24,724,0,20
5620001,562,1,976,800,798,2,277,2,2,0,0,0,39,0,0,0,0,92,12,176,41,0,0,1,0,129,0,1,12,4,1,9
950001,95,1,672,495,489,2,280,0,3,0,0,0,9,0,0,0,1,20,5,43,76,0,3,0,0,28,1,0,14,2,1,3
36520001,3652,1,3082,2429,2404,5,261,15,2,0,0,1,520,0,0,0,0,205,48,932,20,2,0,1,0,254,0,1,42,52,1,47
4800002,480,2,2627,1459,1451,4,744,0,60,0,0,0,29,0,1,0,0,142,197,53,84,0,0,0,1,51,0,0,8,21,1,59
4800001,480,1,3822,2024,2000,6,791,0,141,0,0,1,35,0,0,0,0,205,443,131,121,0,0,0,5,60,0,2,5,37,2,21
4800003,480,3,1370,699,687,2,367,0,41,0,0,0,9,0,0,0,0,59,87,23,37,0,0,0,2,14,0,0,2,27,0,19
6190001,619,1,276,220,220,1,131,0,1,0,0,0,6,0,0,0,0,3,2,6,29,0,0,0,0,34,0,0,7,0,0,1
5710001,571,1,680,563,561,2,15,10,0,0,0,0,278,0,0,0,0,32,1,130,4,1,0,0,0,22,0,0,6,53,1,8
4660001,466,1,4833,3774,3757,8,591,52,3,0,0,0,310,2,0,0,0,453,69,1441,50,0,0,1,0,417,0,5,44,113,2,204
7230001,723,1,468,397,392,1,7,3,0,0,0,0,32,0,0,0,0,15,1,223,0,0,0,1,0,4,0,1,4,97,0,4
3730001,373,1,513,420,419,1,221,0,1,0,0,0,8,0,0,0,0,23,2,40,41,0,0,0,0,66,0,0,11,3,2,1
3220001,322,1,526,391,391,1,216,0,0,0,0,0,6,0,0,0,0,27,5,24,33,0,0,0,0,69,0,0,6,3,0,2
5720001,572,1,474,339,337,1,196,1,1,0,0,0,6,0,0,0,0,6,18,16,50,0,0,0,1,36,0,0,6,0,0,0
36450001,3645,1,62,53,51,1,13,0,0,0,0,0,8,0,0,0,0,6,4,12,1,0,0,0,0,2,0,0,4,0,0,1
2420001,242,1,1006,750,744,2,483,1,1,0,0,0,30,0,0,0,0,28,6,44,46,0,1,0,0,81,0,1,13,6,2,1
3530001,353,1,108,68,68,1,41,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,8,1,0,0,0,0,1
7100001,710,1,1054,805,802,2,316,4,5,0,0,0,49,1,0,0,0,54,8,118,111,1,0,0,1,109,0,2,10,5,0,8
1430001,143,1,576,402,402,1,200,0,1,0,0,0,7,0,0,0,0,17,4,12,126,0,0,0,0,28,0,0,4,2,1,0
35750001,3575,1,706,606,606,1,12,13,0,0,0,0,281,0,0,0,0,31,3,184,5,1,0,0,0,10,0,0,7,51,0,8
8770001,877,1,561,453,452,1,283,0,0,0,0,0,4,0,1,0,0,23,4,10,58,0,0,0,0,61,0,0,5,1,1,1
20330001,2033,1,391,330,328,1,1,292,0,0,0,0,5,0,0,0,0,1,0,5,0,2,0,0,0,1,0,0,0,11,0,10
1590001,159,1,586,476,476,1,243,0,1,0,0,0,12,0,0,0,0,30,5,52,28,0,0,0,0,95,0,0,9,0,0,1
8000001,800,1,554,458,457,1,204,0,1,0,0,0,14,0,0,0,0,37,4,49,29,1,0,0,1,110,0,0,6,0,0,1
10500001,1050,1,1365,1087,1083,2,346,1,0,0,0,0,59,0,0,0,0,110,12,300,41,2,0,0,0,178,0,1,10,4,0,19
2880001,288,1,661,530,529,1,261,3,1,0,0,0,14,0,0,0,0,27,3,59,56,2,0,0,0,93,0,0,2,7,0,1
2650001,265,1,323,195,191,1,17,1,0,0,0,0,14,0,0,0,0,25,1,89,1,0,0,0,0,4,0,1,0,5,0,33
2000001,200,1,321,222,222,1,136,0,1,0,0,0,6,0,0,0,0,11,1,8,31,0,0,0,0,27,0,0,1,0,0,0
3260001,326,1,1617,1303,1299,3,730,5,1,0,0,0,30,0,0,0,0,64,12,119,110,0,1,0,0,211,0,1,9,4,1,1
4300001,430,1,560,443,439,1,217,3,1,0,0,0,16,0,0,0,0,15,5,52,57,1,0,0,0,61,0,0,8,2,1,0
7510001,751,1,355,285,283,1,4,21,0,0,0,0,77,0,0,0,0,12,1,91,0,3,0,0,0,9,0,0,3,39,1,22
7840001,784,1,611,477,475,1,123,4,1,0,0,1,23,0,0,0,0,77,3,116,33,0,0,0,0,77,0,0,9,4,1,3
160001,16,1,377,305,305,1,148,0,0,0,0,0,7,0,0,0,0,2,1,7,106,0,0,0,0,31,0,0,2,0,1,0
6720001,672,1,406,315,314,1,91,2,1,0,0,0,12,0,0,0,0,24,9,94,19,0,0,0,0,42,0,1,5,6,0,8
2020001,202,1,267,225,225,1,135,0,0,0,0,0,3,0,0,0,0,10,2,17,23,0,0,0,0,26,0,0,7,1,1,0
3010001,301,1,434,334,333,1,51,0,1,0,0,0,31,0,0,0,0,59,6,123,5,0,0,0,0,23,0,0,3,15,0,16
7560001,756,1,792,634,628,2,181,1,0,0,0,0,47,0,0,0,0,85,10,169,10,0,0,0,0,63,0,1,8,18,1,34
6040001,604,1,672,551,548,1,54,8,0,0,0,1,36,0,1,0,0,97,5,237,10,1,0,0,0,38,0,0,10,15,1,34
5980001,598,1,565,471,470,1,194,1,1,0,0,0,11,0,0,0,0,25,6,42,105,1,0,0,0,78,0,0,3,2,0,1
3650001,365,1,402,293,290,1,175,0,2,0,0,0,12,0,0,0,0,16,1,4,54,0,0,0,0,19,0,0,6,0,1,0
8480001,848,1,302,251,251,1,3,1,0,0,0,0,128,0,0,0,0,8,0,42,0,0,0,0,0,2,0,0,0,57,0,10
11620001,1162,1,283,241,241,1,18,0,0,0,0,0,153,0,0,0,0,5,0,36,5,0,0,0,0,9,0,0,0,14,0,1
92000001,9200,1,6174,4360,4321,10,245,39,20,0,0,4,282,0,0,0,0,339,109,2193,12,2,0,0,3,171,1,1,28,152,4,716
92000004,9200,4,4207,2920,2886,7,132,24,2,1,0,0,167,0,0,0,0,209,90,1463,9,0,0,0,0,72,1,2,18,90,2,604
92000003,9200,3,3011,2128,2104,5,90,25,9,0,0,2,146,1,0,0,0,118,37,1086,6,1,0,3,0,44,0,8,23,80,0,425
26100015,2610,15,2015,1281,1266,3,100,16,2,1,0,0,57,0,0,0,0,80,67,650,14,0,0,0,1,47,0,2,6,45,1,177
26100016,2610,16,7111,4787,4712,11,275,419,1,0,0,0,433,0,0,0,0,274,195,2223,35,7,2,0,0,220,0,4,27,172,1,424
26100014,2610,14,6409,3738,3689,11,201,295,1,0,0,0,194,0,0,0,0,238,270,1517,17,0,0,0,0,117,1,1,23,214,1,599
26100013,2610,13,2414,1655,1636,4,81,18,1,0,0,0,266,0,0,0,0,107,174,709,14,0,0,0,0,102,0,0,10,59,0,95
26100021,2610,21,1375,999,996,2,118,9,0,0,0,0,88,0,0,0,0,73,40,457,17,1,0,0,0,87,0,0,16,28,1,61
26100025,2610,25,3703,2617,2567,7,89,704,0,0,0,0,245,0,0,0,0,106,151,797,17,3,1,0,0,67,1,0,13,94,0,279
26100026,2610,26,2366,1625,1573,4,4,1240,0,0,0,0,2,0,0,0,0,3,0,10,1,0,0,0,0,1,0,0,6,27,0,279
26100024,2610,24,2897,2017,1988,5,132,102,0,0,0,1,124,0,0,0,0,147,301,792,18,0,0,0,0,127,0,0,19,54,0,171
26100012,2610,12,4383,2551,2509,6,65,1094,1,0,0,0,83,0,0,0,0,78,77,489,11,0,0,2,0,46,0,1,9,115,2,436
26100037,2610,37,1267,1030,1025,2,4,252,0,0,0,0,238,0,0,0,0,13,4,147,1,4,0,0,0,5,0,0,3,169,0,185
26100011,2610,11,439,372,368,1,0,159,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,59,0,127
26100034,2610,34,3126,2507,2462,5,6,1132,1,0,0,0,211,0,0,0,0,6,4,189,3,3,0,0,0,8,0,0,6,331,1,561
26100036,2610,36,3959,3128,3089,6,11,1461,1,0,1,0,323,0,0,0,0,13,10,378,3,7,0,1,0,11,0,0,9,445,1,414
26100023,2610,23,2154,1698,1690,3,11,349,0,0,0,0,497,0,0,0,0,22,12,325,4,4,0,1,0,15,0,1,9,282,0,158
26100032,2610,32,2759,1305,1271,4,1,1107,0,0,0,0,2,0,0,0,0,2,1,29,2,0,0,0,0,0,0,0,2,36,0,89
26100033,2610,33,1950,1113,1100,3,3,376,0,0,0,0,32,0,0,0,0,1,0,36,0,3,0,0,0,1,0,0,3,187,0,458
26100027,2610,27,1450,997,979,3,2,556,0,0,0,0,18,0,0,0,0,4,0,38,2,0,0,0,0,1,0,0,4,57,0,297
26100038,2610,38,1149,962,958,2,8,300,0,0,0,0,229,0,0,0,0,20,15,253,3,2,0,0,0,26,0,1,4,47,0,50
2480001,248,1,470,408,408,1,201,0,0,0,0,0,26,0,0,0,0,15,5,48,25,0,0,0,0,86,0,0,1,0,1,0
7470001,747,1,526,350,345,1,17,6,0,0,0,0,17,0,0,0,0,97,6,148,2,0,0,0,0,10,0,1,2,21,0,18
2520001,252,1,137,93,92,1,46,1,0,0,0,0,0,0,0,0,0,8,1,7,7,0,0,0,0,21,0,0,1,0,0,0
37800006,3780,6,11417,9650,9554,20,16,5685,0,0,0,0,61,1,0,0,0,8,23,123,8,4,0,5,1,2,0,5,16,1365,0,2231
37800003,3780,3,1821,1509,1487,3,3,809,0,0,0,0,9,0,0,0,0,10,1,30,0,1,0,0,0,3,0,0,0,217,1,403
37800005,3780,5,1639,1322,1320,3,1,672,0,1,0,0,11,0,0,0,0,2,1,30,0,0,0,0,0,3,0,0,1,211,0,387
37800004,3780,4,2257,1874,1853,4,2,966,0,0,0,0,16,0,0,0,0,4,1,40,1,0,0,0,0,0,0,2,6,278,0,537
37800007,3780,7,1969,1770,1762,3,0,1215,0,0,0,0,4,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,4,178,0,346
940001,94,1,340,272,271,1,102,1,0,0,0,0,23,0,0,0,0,20,8,41,20,0,0,0,0,41,0,0,6,7,0,2
7600001,760,1,564,456,455,1,10,1,1,0,0,0,34,0,0,0,0,53,5,220,2,0,0,0,0,8,0,0,1,95,0,25
7120001,712,1,534,431,430,1,164,6,1,0,0,1,19,0,0,0,0,24,11,94,35,0,0,0,0,62,0,0,7,1,0,5
10840001,1084,1,237,167,167,1,66,0,0,0,0,0,0,0,0,0,0,41,1,15,15,0,0,0,0,26,0,0,0,0,0,3
20130001,2013,1,569,460,459,1,179,1,1,1,0,0,16,0,0,0,0,45,4,91,42,0,0,0,0,68,0,0,5,3,0,3
61000121,6100,121,3746,2400,2343,7,201,261,0,0,0,2,107,1,0,0,0,238,131,521,27,0,0,0,0,109,1,0,22,101,1,620
61000221,6100,221,3411,2280,2246,6,73,561,1,0,0,2,62,0,0,0,0,116,71,394,8,0,0,0,0,39,0,3,11,145,1,759
61000114,6100,114,3015,2362,2321,5,45,880,0,1,0,0,105,0,0,0,0,40,35,183,3,0,0,0,0,23,0,1,4,136,0,865
61000413,6100,413,5044,4349,4214,8,10,2645,0,0,0,0,62,0,0,0,0,15,6,87,4,2,0,0,0,13,1,2,5,202,1,1159
61000123,6100,123,2148,1523,1500,3,78,359,0,0,0,1,50,0,0,0,0,57,25,218,5,0,0,0,0,27,1,3,5,92,0,579
61000113,6100,113,2813,2363,2330,5,35,740,1,0,0,0,122,0,0,0,0,34,9,164,2,0,0,0,0,15,0,1,3,166,0,1038
61000311,6100,311,656,400,392,1,20,51,0,0,0,1,14,0,0,0,0,17,19,125,2,0,0,0,0,7,0,0,3,13,0,120
61000116,6100,116,734,559,546,1,26,132,3,0,0,0,20,0,0,0,0,27,12,86,2,1,0,0,0,13,0,0,0,24,0,200
61000422,6100,422,577,375,365,1,22,84,1,0,0,0,5,0,0,0,0,10,29,68,0,1,0,0,0,14,0,0,2,25,0,104
61000111,6100,111,1340,934,923,2,28,225,1,0,0,0,28,0,0,0,0,41,32,173,2,0,0,0,0,11,0,1,4,79,0,298
61000231,6100,231,2327,1847,1812,4,54,715,0,0,0,2,151,1,0,0,0,46,5,144,12,2,0,2,0,25,0,1,8,192,0,452
61000315,6100,315,11311,8976,8618,21,80,6193,2,0,0,0,241,0,0,0,0,49,42,227,19,6,1,3,0,55,0,3,14,354,0,1329
61000223,6100,223,3246,2682,2592,5,15,1606,0,0,0,0,38,0,0,0,0,10,2,49,1,0,0,0,0,8,0,1,3,164,0,695
61000312,6100,312,4811,4062,3899,8,8,2925,0,0,0,1,75,0,0,0,0,7,4,85,1,0,0,0,2,7,0,3,1,161,0,619
61000233,6100,233,1834,1443,1386,3,28,863,0,0,1,0,49,0,0,0,0,19,15,63,5,1,0,0,0,15,0,0,2,81,0,244
61000232,6100,232,1373,1084,1063,2,34,603,0,0,0,0,71,0,0,0,0,18,7,67,12,1,0,0,0,10,0,0,0,90,0,150
61000323,6100,323,8595,6458,6177,14,3,4860,0,1,1,0,38,2,2,0,0,3,1,38,5,2,0,0,0,4,1,8,4,160,0,1044
61000222,6100,222,5153,4307,4120,8,26,2570,0,0,0,0,49,0,0,0,1,23,9,118,5,1,0,0,0,11,0,2,6,214,0,1085
61000414,6100,414,4269,3682,3562,7,0,2391,0,0,0,0,17,0,0,0,0,6,3,27,1,3,0,0,0,3,0,1,4,182,0,924
61000411,6100,411,10883,9096,8849,17,46,5576,1,0,0,0,140,0,1,0,0,41,14,220,5,5,0,3,1,28,0,1,7,578,0,2182
61000426,6100,426,8500,7378,7201,14,15,3858,0,0,0,0,54,0,0,0,0,7,0,126,4,1,0,0,0,10,0,2,5,614,0,2505
61000427,6100,427,4063,3138,3084,7,0,2728,0,0,1,0,1,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0,3,69,0,272
61000314,6100,314,2542,2063,2030,4,41,1131,3,0,0,0,148,0,0,0,0,26,24,146,7,2,0,0,0,15,0,3,8,156,0,320
61000313,6100,313,3740,3021,2885,6,22,2154,0,0,0,0,78,0,0,0,0,11,6,54,4,0,0,0,0,7,0,0,1,104,0,444
61000212,6100,212,2047,1656,1618,3,81,814,0,0,0,0,73,0,0,0,0,28,27,139,18,2,0,0,0,32,0,0,1,99,0,304
61000412,6100,412,1256,1076,1037,2,1,809,0,0,0,0,18,0,0,0,0,2,1,21,1,0,0,0,1,0,0,0,0,40,0,143
61000321,6100,321,1857,1551,1508,3,12,927,0,0,0,0,32,0,0,0,0,8,4,42,2,0,0,0,0,7,0,0,3,82,0,389
5920001,592,1,356,309,308,1,19,0,0,0,0,0,184,0,0,0,0,8,0,68,2,0,0,1,0,11,0,0,4,11,0,0
3860001,386,1,1034,746,741,2,374,0,2,0,0,0,24,0,0,0,0,35,8,132,43,0,0,0,0,109,0,1,11,1,0,1
40150001,4015,1,867,621,619,2,178,1,3,1,0,0,50,0,0,0,0,60,24,111,20,0,0,1,0,116,0,1,33,6,2,12
4480001,448,1,595,497,497,1,237,4,2,0,0,4,16,0,0,0,0,38,1,59,48,0,0,0,0,73,0,1,7,4,0,3
10660001,1066,1,5747,4047,3972,10,268,16,0,0,0,0,288,0,0,0,0,327,981,1255,32,2,0,1,1,334,3,1,76,169,4,214
4180001,418,1,807,663,662,2,314,1,1,0,0,0,20,0,0,0,0,40,4,77,62,1,0,0,0,127,0,0,9,2,0,4
5880001,588,1,801,654,651,2,7,36,0,0,0,0,179,0,0,0,0,35,3,193,1,0,0,0,0,20,0,1,0,124,0,52
6850001,685,1,610,529,526,1,219,0,0,0,0,0,31,0,0,0,0,33,8,82,31,0,0,1,0,107,0,0,9,5,0,0
98000003,9800,3,3201,2347,2325,5,640,5,3,0,0,1,170,1,0,0,0,237,52,622,163,4,1,0,0,284,0,4,27,25,1,85
98000002,9800,2,5322,4131,4107,9,1790,10,10,0,0,0,162,1,0,0,0,262,30,583,416,1,0,0,1,707,0,1,54,15,3,61
98000001,9800,1,642,540,539,1,241,0,0,0,0,0,21,0,0,0,0,28,7,66,66,0,0,0,0,96,0,0,8,2,0,4
13260001,1326,1,5446,3622,3566,9,35,1,3334,1,0,0,0,0,2,0,5,41,0,19,89,1,0,2,21,5,0,2,0,1,1,6
