stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
40250001,4025,1,303,199,197,1,56,0,0,0,0,0,0,5,0,0,10,1,7,32,5,0,0,2,0,0,0,42,0,0,0,0,0,1,31,0,1,4,0,0
37810001,3781,1,698,515,512,1,28,1,0,0,0,0,0,4,0,0,106,0,4,229,4,0,0,20,0,0,0,65,0,0,0,0,0,4,11,0,0,3,3,30
6150001,615,1,1045,838,834,2,202,3,0,0,1,0,0,15,0,0,23,0,19,85,86,0,0,4,0,0,0,281,0,1,0,0,0,8,90,1,0,8,1,6
12110001,1211,1,105,74,74,1,26,0,0,0,0,0,1,0,0,0,0,0,1,4,14,0,0,2,0,0,0,15,0,0,0,0,0,2,8,0,1,0,0,0
7660001,766,1,247,149,146,1,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11790001,1179,1,541,433,428,1,138,1,0,0,0,0,4,7,0,0,10,0,4,40,73,0,0,3,0,0,0,111,0,0,0,0,0,3,29,0,0,4,1,0
10520001,1052,1,430,200,199,1,65,1,0,0,0,0,1,6,0,0,8,0,2,11,48,0,0,0,0,0,0,27,0,0,0,0,0,5,20,0,0,5,0,0
11670001,1167,1,3948,2608,2593,7,332,4,2,0,0,0,9,47,0,5,144,0,85,588,222,2,0,17,0,0,1,748,0,0,0,0,0,46,281,0,1,34,6,19
4140001,414,1,289,213,212,1,52,0,0,0,0,0,4,0,0,0,14,0,7,32,18,0,0,4,0,0,0,25,0,0,0,0,0,4,14,0,0,0,1,37
36010001,3601,1,295,219,215,1,41,0,0,0,1,0,0,0,0,0,36,0,7,43,6,0,0,4,0,0,0,48,0,0,0,0,0,5,9,0,1,13,0,1
6380001,638,1,1386,710,698,2,12,0,145,0,0,0,160,0,0,0,1,0,1,3,54,0,0,1,0,310,0,1,0,0,0,1,0,1,1,0,1,2,2,2
6380002,638,2,7366,3864,3806,11,42,0,534,1,1,0,961,2,0,0,5,1,1,31,163,0,0,1,0,1997,0,12,0,0,0,4,2,4,12,2,4,1,2,23
6380004,638,4,2508,1349,1335,4,29,0,144,0,0,0,324,0,0,0,1,0,1,13,32,1,0,1,0,756,1,6,0,0,0,0,1,1,6,0,2,1,0,15
40240001,4024,1,134,65,63,1,17,0,0,0,0,0,0,0,0,0,7,2,2,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,1,0,0
13470001,1347,1,530,317,313,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,283,0,0,0,1,0,1,0,0,1,2,0,0,0,17
41000001,4100,1,5651,3233,3160,9,375,8,1,1,1,1,4,19,0,5,532,46,51,1043,68,1,3,97,2,1,7,384,23,2,0,3,5,63,179,5,2,85,10,133
26200001,2620,1,4559,3422,3406,8,633,21,1,0,2,0,12,42,0,5,347,3,82,677,272,1,1,59,0,0,2,760,15,0,0,0,1,60,236,1,0,39,8,126
26200002,2620,2,3262,2493,2478,5,557,12,0,0,0,0,8,23,0,1,169,0,54,386,230,0,0,17,0,0,0,642,9,0,0,0,0,44,246,0,1,17,5,57
26200003,2620,3,3631,2772,2741,7,442,4,0,0,4,1,3,19,0,3,144,0,86,629,127,0,1,29,0,0,0,838,8,1,0,2,0,43,173,2,1,21,5,155
26200006,2620,6,3594,2557,2539,6,535,8,0,0,4,0,5,30,0,6,139,5,54,512,178,4,0,19,1,0,0,656,5,1,0,0,0,21,197,1,0,38,6,114
26200005,2620,5,3580,2364,2332,6,448,8,0,0,3,2,11,24,0,22,90,1,75,580,159,0,0,38,0,0,0,521,15,0,0,1,3,33,155,2,4,24,7,106
26200008,2620,8,6143,4779,4754,10,860,13,0,0,7,0,8,22,0,8,251,1,114,1018,287,0,2,28,0,0,1,1468,12,3,0,0,0,58,404,0,2,34,7,146
26200004,2620,4,609,464,463,1,61,0,0,0,0,0,0,5,0,0,32,1,15,115,22,0,0,2,1,0,0,130,0,2,0,0,0,6,30,0,0,2,3,36
36110001,3611,1,4320,3137,3096,7,29,18,2,1,4,0,1,1,0,1,1308,7,4,615,9,0,0,864,1,0,0,30,53,0,0,2,5,14,7,1,1,22,1,95
68000012,6800,12,3501,1540,1491,6,122,15,2,0,3,4,2,2,0,8,110,38,27,661,15,0,0,23,1,0,0,126,19,5,0,1,1,14,51,3,3,22,5,208
68000014,6800,14,4096,1979,1944,7,143,13,0,3,4,1,1,10,0,3,155,58,46,823,20,0,0,34,3,2,1,147,35,1,0,2,1,13,95,1,1,45,3,280
68000013,6800,13,3969,2091,2054,6,194,8,0,0,7,0,4,6,0,11,210,43,45,784,18,0,0,57,1,0,0,215,22,4,0,4,5,47,126,1,0,20,6,216
68000021,6800,21,7370,4620,4571,12,452,117,0,1,4,1,3,4,0,13,625,62,128,1561,46,0,2,72,2,2,2,602,37,2,0,2,2,59,263,3,5,60,12,427
68000025,6800,25,2671,1789,1752,4,146,38,0,0,1,0,1,1,0,1,246,4,46,608,23,0,0,28,0,0,0,236,11,0,0,1,1,35,87,3,0,18,2,215
68000022,6800,22,4609,3181,3151,8,340,79,0,0,2,0,4,8,0,4,411,9,72,1016,28,1,1,46,0,0,0,483,28,0,0,1,3,45,197,0,0,26,5,342
68000023,6800,23,4667,3077,3038,7,230,144,0,1,5,0,1,14,0,9,545,25,61,977,26,1,1,99,0,0,1,257,21,0,0,3,3,51,113,1,0,32,5,412
68000032,6800,32,4467,2370,2325,8,213,16,0,1,4,0,2,12,0,6,255,33,38,1040,20,3,3,26,0,3,3,228,34,3,0,0,3,23,124,6,1,32,36,157
68000031,6800,31,1948,1238,1231,3,158,7,0,0,5,0,0,5,0,0,131,4,35,460,9,0,1,18,0,1,0,195,8,1,0,0,1,13,85,2,0,11,1,80
68000024,6800,24,2000,1293,1279,3,138,35,0,1,1,0,1,6,0,0,142,8,35,418,12,0,0,54,0,0,0,177,7,0,0,0,2,22,61,0,0,9,0,150
68000011,6800,11,4319,3417,3396,8,570,7,0,2,0,0,1,22,0,2,249,0,110,964,65,0,0,38,1,1,0,874,6,0,0,3,0,66,305,1,0,39,6,64
95000003,9500,3,3254,2029,1994,6,256,8,1,2,4,1,2,4,0,4,112,18,56,724,40,0,2,18,1,0,0,370,10,1,0,5,2,27,127,5,1,35,5,153
95000009,9500,9,12236,7923,7841,21,1396,27,1,0,10,1,5,56,0,24,511,40,213,2174,212,2,4,60,4,0,3,1860,30,10,0,2,4,101,694,7,2,93,17,278
95000005,9500,5,3117,1848,1823,5,301,10,1,1,2,1,1,17,0,3,131,4,51,553,38,1,0,18,3,1,2,382,8,3,0,4,2,29,141,0,0,31,3,81
95000011,9500,11,6504,3964,3902,11,734,13,2,2,8,0,4,29,0,6,204,30,107,1102,125,1,3,29,2,1,0,892,23,0,0,2,3,47,312,5,1,80,13,122
95000002,9500,2,2840,1682,1647,5,155,5,0,1,3,0,2,5,0,5,89,37,58,779,24,2,1,17,2,0,4,192,4,3,0,6,3,9,79,4,4,14,3,137
95000004,9500,4,2402,1137,1091,4,45,3,1,3,1,2,2,5,0,0,54,37,26,617,16,0,3,8,0,1,0,59,10,1,0,8,1,3,28,1,1,19,3,133
95000006,9500,6,1398,931,917,3,185,0,0,0,1,1,1,6,0,1,42,5,24,253,20,0,0,4,0,1,1,228,3,0,0,0,3,14,82,0,0,15,2,25
95000008,9500,8,1803,1505,1499,3,311,3,0,0,1,0,0,4,0,1,91,0,32,381,26,0,0,9,0,1,0,453,2,0,0,0,0,17,126,1,0,9,2,29
26300014,2630,14,4793,2928,2888,8,194,23,0,0,3,0,0,4,0,1,342,10,64,1058,28,2,0,51,2,0,0,213,27,2,0,5,1,57,98,5,0,14,5,679
26300015,2630,15,1129,607,597,2,29,3,0,0,1,0,1,2,0,0,54,4,15,191,7,1,1,16,1,0,1,54,8,1,0,2,2,10,22,0,0,4,2,165
26300026,2630,26,1564,848,826,3,48,13,0,0,0,0,0,0,0,0,95,12,10,346,5,1,0,18,4,0,1,59,6,0,0,2,1,7,26,0,1,7,0,164
26300036,2630,36,3248,1873,1833,6,91,18,1,1,3,0,0,6,0,5,147,43,28,836,20,0,0,32,1,1,0,187,6,5,0,6,0,14,70,4,0,30,7,271
26300032,2630,32,1262,821,811,2,35,95,0,0,1,0,0,5,0,0,78,5,20,293,4,0,0,17,1,0,0,66,5,0,0,2,0,15,24,2,0,5,2,136
26300012,2630,12,2912,1754,1730,5,155,13,0,0,1,0,0,6,0,1,215,4,54,481,23,0,0,27,0,0,0,183,18,1,0,3,3,28,80,2,0,20,2,410
26300022,2630,22,1820,1012,974,3,78,10,2,1,0,1,0,0,0,2,80,6,19,337,6,0,1,40,1,1,0,71,11,1,0,1,0,7,27,3,1,9,3,255
26300035,2630,35,5649,3260,3199,9,212,29,1,0,13,1,3,9,0,2,247,70,46,1407,42,1,0,56,2,2,2,356,10,3,0,5,4,30,150,4,2,54,10,426
26300024,2630,24,2602,1597,1558,5,104,24,0,0,1,0,1,7,0,1,205,7,28,557,14,0,0,50,0,1,1,146,17,0,0,5,2,28,80,3,0,18,3,255
26300025,2630,25,5051,3135,3093,9,232,27,1,0,4,0,2,8,0,5,350,33,61,1108,30,1,0,89,3,1,0,316,19,10,0,10,2,52,160,6,3,38,6,516
26300034,2630,34,4633,2807,2772,8,158,16,1,2,7,0,1,7,0,7,275,34,48,1208,22,0,2,54,0,1,1,353,18,5,0,8,2,35,105,4,0,31,6,361
26300033,2630,33,3562,2654,2641,6,85,748,0,0,3,2,0,3,0,2,169,17,19,622,17,0,0,73,3,1,1,172,23,3,0,0,0,39,59,3,1,15,5,556
23000001,2300,1,3061,2191,2179,5,581,42,1,0,2,0,29,33,0,4,101,0,44,329,266,1,2,33,0,0,3,436,0,0,0,0,2,36,183,0,4,25,4,18
23000002,2300,2,4424,3136,3122,8,937,43,1,0,1,0,22,58,0,3,126,1,83,346,427,0,5,28,0,3,1,671,0,1,0,0,2,41,263,0,2,27,2,28
23000003,2300,3,4899,3577,3557,9,983,40,2,0,6,0,14,49,0,4,137,7,76,586,341,1,1,22,0,0,0,862,8,0,0,1,3,40,295,1,7,32,3,36
23000004,2300,4,434,301,300,1,42,2,0,0,0,0,0,2,0,0,7,0,28,115,10,0,0,3,0,1,0,48,0,0,0,0,0,7,27,1,1,3,1,2
96000034,9600,34,5695,3363,3291,9,414,15,2,0,4,0,3,18,0,13,252,69,52,1256,43,3,1,46,5,1,3,518,11,5,0,6,4,44,271,3,2,49,9,169
96000033,9600,33,2823,1745,1711,4,233,13,0,0,0,2,1,10,0,4,130,15,41,611,25,0,1,15,0,1,0,319,8,1,0,3,0,21,131,2,3,20,3,98
96000031,9600,31,6250,3133,3078,10,296,22,3,2,3,0,3,16,0,20,240,118,50,1352,34,1,2,37,6,0,1,372,20,3,0,7,1,24,154,3,6,47,8,227
96000023,9600,23,3388,1546,1527,6,106,14,0,0,2,1,1,2,0,1,145,29,19,653,11,0,1,25,0,0,0,149,51,1,0,4,1,17,92,3,0,13,4,182
96000013,9600,13,3024,1309,1271,5,82,5,0,1,3,2,1,6,0,3,65,42,13,696,8,0,2,10,1,1,0,145,21,3,0,2,4,3,49,2,2,14,6,79
96000014,9600,14,3035,1711,1682,5,182,9,0,1,0,1,1,7,0,4,131,19,37,734,19,2,1,13,1,2,1,254,22,5,0,0,1,15,110,2,1,18,8,81
96000032,9600,32,4759,2311,2256,7,164,12,0,1,4,0,3,9,0,7,115,104,40,1120,29,1,1,22,3,1,1,286,19,5,0,3,5,17,119,2,1,27,13,122
96000012,9600,12,3664,2371,2328,6,249,9,0,0,9,0,1,19,0,8,147,32,35,965,23,0,0,28,1,0,4,419,20,5,0,4,1,39,114,7,4,49,8,128
96000011,9600,11,2915,1952,1927,5,230,4,1,0,4,0,0,9,0,3,132,16,59,711,25,0,0,25,2,1,0,391,11,0,0,1,2,36,140,2,0,32,8,82
11370001,1137,1,2199,1631,1621,4,8,1137,0,0,0,0,0,1,0,0,61,0,1,28,4,0,0,27,0,0,0,9,22,0,0,1,1,15,0,0,0,6,0,300
82000034,8200,34,6405,4088,4051,11,754,14,0,1,1,0,3,40,0,7,392,18,95,1035,100,0,0,45,1,0,1,922,15,2,0,4,0,66,346,2,3,53,8,123
82000022,8200,22,11250,6906,6778,19,974,38,0,4,20,3,1,35,0,24,468,112,123,2415,125,1,4,80,7,2,2,1364,24,8,0,8,5,90,419,16,5,94,18,289
82000032,8200,32,2385,1510,1501,4,246,4,0,1,2,0,0,12,0,10,156,5,37,403,31,0,0,20,1,0,1,311,6,1,0,0,1,35,107,0,0,22,5,84
82000012,8200,12,4479,2546,2507,8,365,13,1,2,6,4,6,15,0,9,138,39,50,850,35,2,3,24,2,1,1,511,11,4,0,9,1,27,189,4,3,49,9,124
82000014,8200,14,5516,3471,3430,9,632,20,0,2,17,3,5,20,0,12,232,34,98,1060,69,2,2,26,1,1,3,712,10,1,0,5,2,46,219,4,5,46,11,130
82000011,8200,11,3696,2905,2888,6,509,4,0,0,4,0,2,21,0,3,196,2,89,798,60,0,0,21,0,0,0,763,6,1,0,0,1,38,277,0,1,18,8,66
82000021,8200,21,1178,795,787,2,137,12,0,0,2,0,0,13,0,2,37,2,16,246,26,0,0,6,0,0,0,174,2,0,0,0,0,19,65,0,0,9,2,17
10340005,1034,5,8122,5158,5080,14,302,125,0,1,2,1,0,17,0,7,919,18,99,1486,22,0,1,292,2,3,4,236,58,5,0,30,5,102,182,4,2,39,8,1108
10340006,1034,6,3168,1818,1776,5,75,52,0,0,0,0,0,6,0,4,236,7,25,603,9,0,0,86,2,0,0,59,21,5,0,40,2,18,48,1,3,16,3,455
10340002,1034,2,1752,996,986,3,65,7,0,1,3,0,0,4,0,3,164,3,27,316,7,1,0,14,0,1,0,50,16,3,0,10,0,14,37,1,0,8,2,229
10340003,1034,3,511,278,269,1,10,3,0,0,0,0,0,0,0,0,54,0,4,77,4,0,0,5,2,0,0,7,8,0,0,2,1,1,3,0,0,2,0,86
10340007,1034,7,2301,1460,1442,4,15,197,0,0,0,1,0,1,0,1,127,6,4,188,2,0,0,539,0,2,0,13,24,3,0,2,0,1,8,0,0,3,2,303
37460001,3746,1,312,265,265,1,0,1,0,0,0,0,0,0,0,0,146,0,1,63,0,0,0,18,0,0,0,2,20,0,0,0,0,2,0,0,0,1,1,10
780001,78,1,275,210,207,1,85,0,0,0,1,0,0,2,0,0,3,0,7,9,37,0,0,2,0,1,0,34,0,0,0,0,0,2,18,0,1,1,2,2
4690004,469,4,3448,2277,2256,5,195,13,0,0,2,0,0,6,0,6,323,6,63,781,20,0,0,40,0,1,0,175,137,0,0,5,1,45,84,1,2,31,2,317
4690003,469,3,629,372,362,1,15,5,0,0,0,2,0,0,0,0,38,1,4,138,2,1,0,5,0,0,0,15,33,1,0,2,0,7,7,2,1,2,0,81
4690002,469,2,3841,2527,2488,7,230,2,2,0,4,0,5,12,0,3,286,16,67,923,33,1,1,34,0,0,0,304,91,3,0,4,3,31,118,1,1,31,7,275
28000004,2800,4,2919,1522,1492,5,109,9,2,0,1,0,0,6,0,2,180,17,54,616,20,0,0,19,0,0,1,115,8,0,0,1,0,59,49,0,1,30,6,187
28000005,2800,5,1730,946,931,3,67,7,1,0,0,1,1,7,0,2,162,7,38,321,2,0,0,19,0,0,0,59,9,1,0,0,0,28,36,1,0,15,1,146
28000006,2800,6,2989,1708,1689,5,152,4,0,0,2,0,5,16,0,3,263,2,71,531,25,0,0,34,0,1,0,159,21,1,0,0,0,75,73,0,0,19,5,227
28000010,2800,10,4167,2292,2254,7,189,15,0,1,0,0,4,19,0,1,305,15,97,832,47,0,2,40,3,0,1,217,17,0,0,0,2,52,118,3,0,40,9,225
28000003,2800,3,2721,1535,1508,5,121,4,0,1,0,0,0,13,0,2,197,13,57,569,22,1,0,26,0,1,0,146,14,1,0,1,1,42,61,1,1,28,10,175
28000002,2800,2,3786,2041,2004,6,151,11,0,0,4,1,5,6,0,1,310,29,61,760,18,2,1,32,1,1,2,152,14,0,0,1,2,75,93,4,0,36,34,197
36400001,3640,1,4717,3511,3477,7,80,21,1,0,3,0,1,4,0,6,1500,1,13,904,16,2,2,478,2,0,0,158,41,3,0,4,1,26,37,1,0,36,6,130
40060001,4006,1,374,294,293,1,2,2,0,0,0,0,0,1,0,0,241,0,0,17,0,0,0,20,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,4
5430001,543,1,5722,3160,3078,9,159,7,899,0,1,0,763,7,0,0,101,0,35,340,103,0,0,2,0,260,0,13,1,0,0,1,2,13,79,15,4,7,1,265
13340001,1334,1,217,111,111,1,1,0,43,0,0,0,22,0,0,0,1,0,3,9,1,0,0,0,0,12,0,0,0,0,0,0,0,4,2,0,0,0,0,13
9900001,990,1,302,179,177,1,45,1,3,0,0,0,22,0,0,0,0,0,1,3,0,0,0,0,0,95,0,0,0,0,0,0,2,0,4,0,0,0,0,1
26400003,2640,3,4678,3377,3349,8,335,48,0,0,0,0,1,17,0,5,392,2,87,919,54,1,0,68,2,1,1,391,426,0,0,4,4,45,90,1,0,25,1,429
26400004,2640,4,4709,3322,3296,9,141,54,0,0,4,1,1,13,0,0,462,1,67,1073,10,0,0,56,2,0,0,190,551,0,0,3,4,43,79,1,0,29,3,508
26400002,2640,2,3716,2646,2627,6,102,89,0,0,2,0,1,12,0,2,376,0,40,767,16,2,0,60,0,1,0,118,526,0,0,1,9,27,40,0,0,17,2,417
26400007,2640,7,3325,2341,2323,5,189,34,1,0,0,0,1,10,0,1,409,4,51,618,44,0,0,53,0,1,1,255,281,2,0,0,3,42,71,4,0,22,3,223
26400006,2640,6,734,487,481,1,31,4,0,0,0,0,0,4,0,0,47,0,9,158,11,0,0,14,0,0,0,49,93,0,0,0,1,2,15,0,0,4,0,39
26400005,2640,5,482,362,362,1,22,8,0,0,0,0,0,6,0,0,33,0,7,113,7,0,1,3,0,0,0,44,47,0,0,2,0,10,7,0,0,2,0,50
26400008,2640,8,2530,2014,2008,5,390,1,0,0,2,0,7,33,0,2,116,0,72,337,155,0,0,19,0,0,2,594,12,1,0,1,0,42,172,0,1,18,5,26
26400009,2640,9,2141,1647,1640,3,245,8,0,0,0,0,2,31,0,4,161,0,43,386,68,0,0,28,0,0,1,463,19,0,0,0,0,23,66,0,0,30,4,58
26400011,2640,11,963,750,746,2,160,1,0,0,2,0,1,9,0,0,52,2,19,147,31,0,0,3,0,0,0,227,4,0,0,0,0,4,58,0,0,9,0,17
26400013,2640,13,2289,1672,1655,4,233,3,0,0,0,1,2,22,0,3,91,25,33,553,46,0,1,12,0,0,1,430,7,1,0,0,0,15,121,0,2,27,5,21
26400012,2640,12,3290,2526,2516,6,477,4,0,0,2,0,6,20,0,8,133,1,96,456,132,0,1,14,1,0,0,888,4,0,0,0,1,26,179,0,0,23,3,41
260001,26,1,2058,1518,1509,3,354,9,2,0,1,0,7,36,0,2,121,2,34,245,182,0,0,54,2,1,2,227,4,0,0,1,1,33,125,1,1,42,7,13
36020001,3602,1,436,391,389,1,4,6,1,0,0,0,0,0,0,0,294,0,0,41,0,0,0,18,0,0,0,7,0,0,0,0,0,12,1,0,0,2,1,2
83000513,8300,513,4133,2279,2245,7,161,14,0,1,3,0,0,10,0,5,164,22,31,1042,20,1,2,34,2,0,0,217,31,0,0,6,1,20,120,3,2,29,5,299
83000511,8300,511,4679,2452,2417,8,174,15,1,4,6,0,1,11,0,5,181,13,23,1189,27,3,2,26,4,1,1,212,42,5,0,12,1,12,112,5,5,24,10,290
83000512,8300,512,2552,1378,1345,5,97,11,0,1,0,0,0,8,0,4,87,21,14,672,13,0,0,10,1,2,1,173,12,1,0,4,2,10,58,4,1,16,2,120
83000516,8300,516,5604,4044,4011,9,520,9,1,0,5,0,1,47,0,14,274,11,127,1161,115,0,0,41,1,0,0,1015,11,3,0,1,1,50,328,3,2,54,16,200
83000412,8300,412,13437,8871,8796,23,1492,38,1,2,20,2,14,101,0,22,427,62,257,2273,338,1,2,74,2,2,4,2352,21,5,0,4,3,112,769,3,4,150,35,204
83000423,8300,423,2550,1713,1686,4,276,2,0,0,1,1,2,14,0,10,89,20,39,521,58,0,0,14,2,0,0,404,10,0,0,5,0,10,129,3,0,22,4,50
83000422,8300,422,5580,3506,3481,9,615,9,1,1,4,1,6,34,0,13,198,36,85,1006,104,1,1,21,1,1,1,892,12,1,0,0,0,39,258,2,3,41,14,80
83000312,8300,312,7400,4399,4354,13,709,13,2,1,6,0,5,32,0,18,228,52,97,1313,150,0,1,55,2,0,0,1060,6,11,0,2,0,40,329,3,2,62,21,134
83000426,8300,426,8589,5563,5504,15,901,6,0,1,12,0,6,50,0,8,298,81,126,1535,210,1,2,37,3,1,2,1481,16,4,0,1,3,64,399,1,0,94,17,144
83000122,8300,122,9025,5274,5204,15,643,67,1,2,3,1,13,31,0,16,374,74,130,1758,138,0,1,61,5,1,4,988,26,8,0,4,7,57,372,4,6,84,20,305
83000116,8300,116,12245,7155,7037,22,861,100,3,2,13,2,13,56,0,22,470,151,143,2464,168,2,3,84,5,6,76,1239,37,15,0,14,3,61,428,8,10,132,31,415
83000125,8300,125,4896,3240,3207,8,415,15,1,0,6,0,7,30,0,4,201,55,94,1121,65,0,4,33,0,0,2,667,15,2,0,1,0,49,222,4,2,44,7,141
83000115,8300,115,3143,1900,1869,5,174,16,0,0,1,0,1,11,0,6,135,42,46,742,27,2,0,30,2,1,1,323,11,1,0,5,3,15,98,3,3,38,6,126
83000126,8300,126,8291,5584,5526,14,675,103,0,0,7,1,4,44,0,15,403,46,118,1680,104,0,0,83,0,2,2,1271,43,6,0,8,6,51,378,6,0,74,19,377
83000114,8300,114,6875,4529,4486,12,577,25,2,1,10,0,4,25,0,7,223,66,91,1670,85,2,0,28,3,1,4,1035,23,5,0,5,0,42,306,3,0,86,20,137
83000212,8300,212,4259,2808,2773,7,248,19,0,0,0,0,1,26,0,2,233,4,70,994,52,0,0,55,0,2,0,347,88,1,0,1,1,60,131,2,2,31,6,397
83000215,8300,215,2197,1595,1573,4,233,13,0,0,3,0,3,17,0,2,89,13,36,422,59,0,0,14,0,0,0,423,12,0,0,0,0,19,142,3,1,10,7,52
83000214,8300,214,1907,1416,1401,3,215,3,0,0,2,0,1,17,0,2,108,2,42,377,54,0,1,14,0,0,0,338,7,0,0,1,2,24,133,2,0,15,7,34
83000213,8300,213,6470,4272,4239,10,443,33,0,1,2,1,1,21,0,7,399,8,113,1475,73,0,2,74,2,2,1,525,175,0,0,12,4,60,242,6,0,43,13,501
83000224,8300,224,4730,3074,3036,8,492,17,1,0,4,0,2,28,0,8,220,57,81,830,93,0,4,39,1,0,3,715,11,4,0,0,2,41,219,3,3,44,12,102
83000225,8300,225,4654,3185,3153,8,485,18,1,0,5,1,2,36,0,5,353,26,77,794,102,1,1,44,1,2,2,706,18,1,0,2,0,36,250,2,1,34,19,128
83000221,8300,221,3368,2288,2271,5,363,8,1,0,3,1,2,16,0,5,190,16,66,606,63,0,2,25,0,0,0,556,13,1,0,2,1,31,179,0,1,31,8,81
83000421,8300,421,4450,2970,2936,7,437,19,0,0,6,0,4,26,0,5,282,18,60,849,80,1,0,43,1,0,1,662,15,2,0,1,0,42,216,1,0,44,15,106
83000223,8300,223,612,426,424,1,98,1,0,0,0,0,0,1,0,0,41,0,11,110,16,0,0,4,0,0,0,80,1,0,0,0,0,11,36,0,0,6,2,6
83000425,8300,425,2846,1797,1765,5,274,5,0,0,3,0,2,19,0,5,104,22,40,488,48,0,0,14,3,0,0,457,5,2,0,2,1,25,150,2,1,30,10,53
83000124,8300,124,2200,1459,1446,4,179,30,1,0,1,0,2,2,0,3,121,26,24,545,20,0,2,16,3,0,0,253,14,2,0,2,2,13,97,1,2,28,3,54
83000222,8300,222,1180,795,785,2,110,4,0,0,4,0,2,7,0,1,82,10,14,256,20,0,0,7,1,0,0,153,4,0,0,7,0,5,55,1,1,9,3,29
83000522,8300,522,3659,2598,2577,6,416,5,0,1,0,0,5,18,0,4,154,5,62,748,72,1,1,27,0,1,0,688,3,0,0,3,0,34,176,3,1,33,10,106
83000523,8300,523,4362,3044,3011,8,416,11,0,0,5,1,9,28,0,3,187,8,75,950,64,0,1,33,0,0,1,760,10,2,0,2,1,40,210,6,1,31,8,148
83000532,8300,532,1808,1348,1340,3,178,1,0,0,2,0,2,10,0,0,74,5,59,361,29,1,0,11,0,0,0,410,2,1,0,3,0,25,102,0,0,15,4,45
83000531,8300,531,3797,2881,2870,7,460,6,0,0,119,0,2,47,0,4,164,5,87,665,75,0,0,12,0,0,1,799,1,0,0,1,0,40,258,4,0,39,7,74
83000621,8300,621,3088,2211,2200,5,272,5,0,0,3,0,0,23,0,1,135,2,67,626,61,1,0,24,1,1,2,587,6,2,0,1,0,42,186,2,0,31,6,113
83000515,8300,515,2942,2153,2133,5,351,5,0,0,5,0,0,20,0,7,129,7,70,619,44,0,0,16,1,0,0,538,10,2,0,2,4,27,180,1,0,12,4,79
83000624,8300,624,2677,1932,1900,4,274,2,4,1,1,0,1,11,0,0,122,1,52,615,27,0,0,8,0,0,0,471,5,1,0,0,1,29,125,6,1,20,4,118
83000521,8300,521,1971,1377,1370,3,211,2,0,1,0,0,0,10,0,1,101,6,32,392,36,0,1,7,1,0,0,373,1,0,0,0,1,8,104,0,0,38,7,37
83000623,8300,623,750,479,475,1,77,3,0,0,0,0,1,0,0,0,41,0,17,148,13,0,0,6,0,0,0,89,0,0,0,2,0,6,38,0,0,8,2,24
83000614,8300,614,3308,2470,2441,5,254,5,0,0,0,0,2,13,0,2,146,0,73,756,46,0,0,25,1,0,0,661,12,1,0,1,3,40,211,0,0,40,6,143
83000617,8300,617,8068,5852,5798,13,666,25,1,1,7,0,7,34,0,6,416,17,140,1807,110,0,1,77,1,0,0,1445,21,2,0,3,0,64,417,3,1,78,14,434
83000615,8300,615,2859,2039,2030,5,225,4,0,0,1,0,0,22,0,1,119,9,62,666,37,0,2,20,0,0,0,563,2,1,0,0,0,17,149,0,0,29,1,100
83000311,8300,311,2672,1824,1799,4,219,24,0,1,2,0,1,14,0,2,90,7,46,512,45,1,1,32,0,0,0,360,12,1,0,1,3,28,132,0,0,18,3,244
83000533,8300,533,3545,2633,2619,6,385,2,0,1,5,0,2,18,0,4,137,0,84,796,41,0,2,18,0,0,0,749,6,0,0,1,2,29,201,2,0,20,6,108
83000534,8300,534,3332,2422,2411,6,321,7,2,0,2,0,0,12,0,2,139,7,60,723,53,0,1,20,0,1,0,710,1,0,0,0,4,32,169,2,2,27,5,109
83000611,8300,611,3885,2997,2985,6,365,7,1,0,5,0,0,24,0,3,177,4,96,849,58,1,1,19,0,0,2,913,4,0,0,1,3,29,298,1,1,32,2,89
83000413,8300,413,635,416,416,1,42,0,0,0,0,0,0,3,0,0,25,2,9,162,6,0,0,2,0,0,0,85,6,0,0,0,0,1,35,0,0,5,0,33
37950001,3795,1,626,582,581,1,0,4,0,0,0,0,0,0,0,0,462,0,0,40,0,0,0,60,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,8
5640001,564,1,426,313,313,1,64,0,0,0,0,0,3,8,0,0,9,2,2,6,153,0,0,2,0,0,0,41,0,0,0,0,0,1,12,0,0,10,0,0
3540001,354,1,654,424,420,1,221,0,0,0,0,0,4,17,0,2,13,2,10,32,45,0,0,0,1,0,0,28,0,0,0,0,0,3,27,0,0,11,2,2
3900001,390,1,784,607,605,2,259,1,0,0,1,0,1,4,0,1,12,0,6,68,44,0,0,1,1,0,0,138,0,0,0,0,0,1,55,0,0,2,4,6
